DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,NPHI,RHOB,PEF,GR,DTC,DTE,RDEP,SP,RSHA,RXO,RMED
1416.2600098,,11.413999557,0.0099999998,0.5669946074,1.9029171467,2.602925539,86.300834656,137.15057373,43907936.0,1.2960000038,55.049999237,1.2079542875,,1.2079542875
1416.4124756,,11.411000252,0.0040000002,0.5103485584,1.9071996212,2.463224411,81.26361084,137.14228821,43908608.0,1.2709784508,55.175201416,1.1889487505,,1.1889487505
1416.5648193,,11.421998978,0.001,0.4711631835,1.9071167707,2.3283243179,85.503158569,137.38838196,43909276.0,1.2439895868,55.425800323,1.1729614735,,1.1729614735
1416.7172852,,11.430000305,0.0049999999,0.4751085043,1.9113428593,2.2491266727,86.823814392,137.25968933,43909920.0,1.2309943438,56.424900055,1.1570159197,,1.1570159197
1416.8696289,,11.508000374,0.0160000008,0.4607377648,1.9220384359,2.2569806576,90.184997559,137.03240967,43910588.0,1.2239928246,56.298797607,1.1620335579,,1.1620335579
1417.0220947,,11.619999886,0.0199999996,0.44548437,1.9315935373,2.2020881176,88.937004089,137.26063538,43911232.0,1.2149888277,54.800598145,1.1760705709,,1.1760705709
1417.1744385,,11.890999794,0.0140000004,0.4544908702,1.9299967289,2.1910264492,88.63180542,137.26977539,43911900.0,1.207998395,55.174797058,1.1980223656,,1.1980223656
1417.3269043,,12.081000328,0.0089999996,0.5179815292,1.9292141199,2.1900017262,90.748596191,137.26060486,43912572.0,1.2059967518,54.925598145,1.2049679756,,1.2049679756
1417.479248,,12.180000305,0.0089999996,0.5501493216,1.9327368736,2.2668764591,90.320404053,137.25968933,43913212.0,1.2039991617,55.299797058,1.1949552298,,1.1949552298
1417.6317139,,12.246998787,0.0080000004,0.574221909,1.941945672,2.3259055614,92.619590759,137.03240967,43913880.0,1.2029983997,55.050800323,1.1809808016,,1.1809808016
1417.7840576,,12.296999931,0.0060000001,0.5691490173,1.9533164501,2.3010401726,90.947006226,137.26112366,43914552.0,1.2019976377,55.55039978,1.1749839783,,1.1749839783
1417.9364014,,12.401000023,0.0,0.567869544,1.9573750496,2.2341609001,93.733924866,137.3881073,43915192.0,1.1989952326,56.050098419,1.1699928045,,1.1699928045
1418.0888672,,12.404000282,-0.005,0.5673479438,1.9495438337,2.1800866127,87.059402466,137.1413269,43915864.0,1.1930055618,56.174396515,1.1669840813,,1.1669840813
1418.2412109,,12.658999443,-0.01,0.527341187,1.9355760813,2.1839904785,85.924026489,137.15057373,43916500.0,1.2000120878,55.424697876,1.1619758606,,1.1619758606
1418.3936768,,12.598999977,-0.007,0.5412182808,1.9296191931,2.2548863888,80.130004883,137.14228821,43917176.0,1.2150112391,55.050300598,1.1519999504,,1.1519999504
1418.5460205,,12.453000069,-0.002,0.5390411615,1.9344455004,2.3288221359,81.68019104,137.38838196,43917844.0,1.2290064096,55.424900055,1.1520744562,,1.1520744562
1418.6984863,,12.350999832,0.0020000001,0.5405286551,1.9458115101,2.3709328175,78.443206787,137.25968933,43918480.0,1.23700881,55.299797058,1.1831152439,,1.1831152439
1418.8508301,,12.234000206,0.001,0.5139252543,1.9486778975,2.271239996,80.072463989,137.03240967,43919156.0,1.2480129004,55.050201416,1.2190335989,,1.2190335989
1419.0032959,,12.211000443,0.003,0.4830782413,1.9431526661,2.1841394901,84.009414673,137.26063538,43919824.0,1.2640272379,55.299598694,1.2329615355,,1.2329615355
1419.1556396,,12.250000954,0.001,0.5006994605,1.9313839674,2.1430983543,86.93119812,137.26977539,43920464.0,1.2810152769,55.05039978,1.2209903002,,1.2209903002
1419.3081055,,12.265999794,0.0020000001,0.5125654936,1.9273979664,2.2348525524,84.822418213,137.26060486,43921136.0,1.3000127077,55.54599762,1.2180321217,,1.2180321217
1419.4604492,,12.250000954,0.0040000002,0.5347205997,1.9268796444,2.3327646255,87.745399475,137.25968933,43921808.0,1.3080064058,53.050601959,1.2280032635,,1.2280032635
1419.612915,,12.272999763,0.0060000001,0.5355066061,1.9217671156,2.3070416451,86.309799194,137.03240967,43922444.0,1.3160176277,53.801799774,1.2290096283,,1.2290096283
1419.7652588,,12.258000374,0.0049999999,0.5583511591,1.9135611057,2.185195446,85.288581848,137.26112366,43923120.0,1.3270200491,54.925098419,1.2319999933,,1.2319999933
1419.9176025,,12.283999443,-0.001,0.5722666383,1.9038971663,2.0702762604,77.690559387,137.3881073,43923756.0,1.3520144224,55.050800323,1.2320553064,,1.2320553064
1420.0700684,,12.305000305,-0.002,0.5679960847,1.9029979706,2.0929629803,78.758003235,137.1413269,43924424.0,1.3700071573,56.048995972,1.2551249266,,1.2551249266
1420.2224121,,12.288999557,-0.003,0.5381712317,1.9025102854,2.2236852646,81.256759644,137.15057373,43925100.0,1.3790063858,54.800300598,1.2940986156,,1.2940986156
1420.3748779,,12.265999794,-0.002,0.502230823,1.9057468176,2.4366586208,84.057998657,137.14228821,43925736.0,1.3870040178,55.174999237,1.3350608349,,1.3350608349
1420.5272217,,12.246998787,-0.002,0.5032810569,1.9175008535,2.4948606491,82.499252319,137.38838196,43926408.0,1.3919967413,55.174900055,1.3539903164,,1.3539903164
1420.6796875,,12.315000534,0.0,0.5171496868,1.94267416,2.4101362228,82.175994873,137.26063538,43927080.0,1.3879952431,55.050300598,1.3499103785,,1.3499103785
1420.8320313,,12.366999626,0.0040000002,0.5666354895,1.9610843658,2.2434010506,78.442207336,137.26977539,43927720.0,1.3819943666,55.425098419,1.3219519854,,1.3219519854
1420.9844971,,12.411000252,0.0040000002,0.5609653592,1.9571282864,2.1651248932,80.190605164,137.26063538,43928388.0,1.3749696016,55.55160141,1.3019039631,,1.3019039631
1421.1368408,,12.258000374,-0.001,0.5393522382,1.9392607212,2.2009134293,80.996391296,137.27072144,43929028.0,1.355979085,56.550300598,1.2719519138,,1.2719519138
1421.2893066,,12.181999207,-0.004,0.5047252178,1.9295099974,2.2359440327,79.491584778,137.49813843,43929700.0,1.3299567699,56.922996521,1.2519743443,,1.2519743443
1421.4416504,,12.312999725,-0.003,0.5329446793,1.9320304394,2.2120575905,76.871398926,137.26107788,43930368.0,1.3029791117,55.674697876,1.2439775467,,1.2439775467
1421.5941162,,12.281000137,0.001,0.5263188481,1.9396128654,2.1500995159,75.757209778,137.3793335,43931012.0,1.2769678831,55.302001953,1.2369807959,,1.2369807959
1421.74646,,12.234000206,0.0020000001,0.5193543434,1.9427784681,2.1490015984,77.996200562,137.26063538,43931680.0,1.2569863796,56.549900055,1.2309230566,,1.2309230566
1421.8988037,,12.270999908,-0.003,0.4874548912,1.9373906851,2.2288079262,76.825325012,137.27053833,43932352.0,1.2399864197,56.42389679,1.2069470882,,1.2069470882
1422.0512695,,12.319999695,-0.005,0.5310444236,1.9344964027,2.2689359188,81.954017639,137.4981842,43932992.0,1.222987175,55.050300598,1.1849262714,,1.1849262714
1422.2036133,,12.298999786,-0.007,0.5615173578,1.9336223602,2.2869567871,86.948669434,137.26977539,43933660.0,1.2069944143,55.424900055,1.1619518995,,1.1619518995
1422.3560791,,12.265999794,-0.004,0.5582488179,1.9406169653,2.2949872017,91.376403809,137.26112366,43934304.0,1.2000056505,55.299198151,1.1419135332,,1.1419135332
1422.5084229,,12.246998787,-0.002,0.5442581177,1.9447852373,2.3309135437,91.816612244,137.38887024,43934972.0,1.2070103884,54.299499512,1.1149519682,,1.1149519682
1422.6608887,,12.163999557,0.0,0.5543888807,1.9410691261,2.3300015926,93.31640625,137.37983704,43935644.0,1.2200056314,53.67660141,1.095064044,,1.095064044
1422.8132324,,12.234999657,-0.001,0.5654405355,1.9333816767,2.3359856606,94.366584778,137.38790894,43936284.0,1.2270032167,55.675098419,1.1151490211,,1.1151490211
1422.9656982,,12.430000305,-0.002,0.5786163807,1.9288098812,2.3120384216,90.853187561,137.14228821,43936956.0,1.2310063839,55.799797058,1.1771922112,,1.1771922112
1423.118042,,12.541999817,-0.006,0.5616409183,1.9313277006,2.3070118427,84.058044434,137.38887024,43937624.0,1.2390087843,55.550498962,1.23706007,,1.23706007
1423.2705078,,12.546999931,-0.006,0.5501908064,1.9382328987,2.3109936714,82.01222229,137.3793335,43938268.0,1.2500271797,56.174198151,1.2619646788,,1.2619646788
1423.4228516,,12.538999557,-0.005,0.4883066714,1.9464761019,2.3329470158,85.816802979,137.26112366,43938936.0,1.267007947,55.674598694,1.2509263754,,1.2509263754
1423.5753174,,12.569999695,0.001,0.4467822313,1.9654788971,2.3879117966,87.010215759,137.38887024,43939604.0,1.2769967318,55.175800323,1.2279326916,,1.2279326916
1423.7276611,,12.602000237,0.0060000001,0.4606575668,1.9851677418,2.3760192394,90.160179138,137.37983704,43940248.0,1.2749943733,55.674797058,1.2069679499,,1.2069679499
1423.880127,,12.505000114,0.0089999996,0.4826631248,2.0019993782,2.3839871883,81.511421204,137.38790894,43940916.0,1.2679840326,55.425598145,1.1969679594,,1.1969679594
1424.0324707,,12.468999863,0.0089999996,0.5220398307,2.0017857552,2.3250946999,85.062202454,137.14228821,43941588.0,1.2579928637,55.800899506,1.1869776249,,1.1869776249
1424.1848145,,12.569999695,0.0109999999,0.5343549848,1.9981869459,2.2731249332,84.827278137,137.38887024,43942228.0,1.2489975691,56.924499512,1.179992795,,1.179992795
1424.3372803,,12.675000191,0.0149999997,0.5530713797,1.9940935373,2.2200849056,90.734390259,137.37983704,43942900.0,1.2460016012,56.300899506,1.1770256758,,1.1770256758
1424.489624,,12.718999863,0.0160000008,0.529899776,1.992467165,2.2359616756,85.874099731,137.38838196,43943568.0,1.2480000257,57.424297333,1.1850167513,,1.1850167513
1424.6420898,,12.72700119,0.0130000003,0.5170858502,1.9842607975,2.2909116745,85.519821167,137.26063538,43944212.0,1.2480000257,56.549297333,1.1920704842,,1.1920704842
1424.7944336,,12.788998604,0.0080000004,0.5118812323,1.9744890928,2.3358919621,91.709487915,137.27072144,43944880.0,1.2479991913,55.674697876,1.2140240669,,1.2140240669
1424.9468994,,12.805000305,0.0080000004,0.5258693695,1.9718164206,2.3270142078,100.62059784,137.4981842,43945520.0,1.2470047474,55.301803589,1.2239583731,,1.2239583731
1425.0992432,,12.822999954,0.0060000001,0.5001001954,1.9759248495,2.306050539,99.235725403,137.26977539,43946192.0,1.2530040741,57.550899506,1.2109446526,,1.2109446526
1425.251709,,12.913999557,0.003,0.4754223228,1.9820988178,2.3519263268,93.30078125,137.26107788,43946860.0,1.2580080032,58.669593811,1.1879711151,,1.1879711151
1425.4040527,,13.020999908,-0.005,0.4830867052,1.9818071127,2.4298126698,89.499000549,137.37983704,43947500.0,1.2630023956,55.300201416,1.17900002,,1.17900002
1425.5565186,,13.095999718,-0.009,0.4789586961,1.9835847616,2.4280030727,89.172981262,137.38838196,43948172.0,1.2660048008,55.548999786,1.1790288687,,1.1790288687
1425.7088623,,13.055000305,-0.01,0.4594318867,1.9797707796,2.3361473083,84.49319458,137.26063538,43948844.0,1.2689985037,54.924198151,1.1880352497,,1.1880352497
1425.8613281,,13.086000443,-0.007,0.436935246,1.9724575281,2.2411520481,82.383010864,137.27072144,43949480.0,1.2669999599,53.928203583,1.1990448236,,1.1990448236
1426.0136719,,13.055000305,-0.004,0.5025796294,1.9618711472,2.1870865822,84.9090271,137.4981842,43950152.0,1.2670007944,55.924598694,1.2130353451,,1.2130353451
1426.1660156,,12.996999741,-0.001,0.5269839764,1.9546964169,2.2139351368,95.496391296,137.26977539,43950792.0,1.2680008411,55.424900055,1.2240071297,,1.2240071297
1426.3184814,,12.953000069,0.0,0.5069637299,1.9535856247,2.2619230747,93.990394592,137.26063538,43951460.0,1.2689976692,55.299999237,1.2269583941,,1.2269583941
1426.4708252,,12.93200016,-0.003,0.4866537154,1.949985981,2.3767237663,90.984527588,137.27053833,43952136.0,1.2659935951,55.300899506,1.2139831781,,1.2139831781
1426.623291,,12.918999672,-0.004,0.5037679076,1.9455932379,2.4109454155,84.564201355,137.49865723,43952772.0,1.257989645,56.423595428,1.2069967985,,1.2069967985
1426.7756348,,12.956000328,-0.002,0.5260277987,1.9439159632,2.4788367748,84.943115234,137.38790894,43953444.0,1.2449903488,54.67539978,1.2059855461,,1.2059855461
1426.9281006,,13.383000374,0.0020000001,0.4983465672,1.9478985071,2.4989681244,87.056396484,137.14228821,43954116.0,1.2329888344,55.17539978,1.1999392509,,1.1999392509
1427.0804443,,13.706000328,-0.001,0.4816072583,1.9474928379,2.5079782009,85.007514954,137.38887024,43954752.0,1.2189887762,55.674297333,1.180975914,,1.180975914
1427.2329102,,13.687000275,-0.007,0.4781827033,1.945702076,2.4990143776,88.120391846,137.3793335,43955424.0,1.2049984932,54.800800323,1.1709871292,,1.1709871292
1427.3852539,,13.439998627,-0.01,0.4736468196,1.9462221861,2.4720647335,86.693405151,137.26107788,43956064.0,1.2040008307,55.300201416,1.166977644,,1.166977644
1427.5377197,,13.24200058,-0.007,0.4946444035,1.9517155886,2.4390528202,88.364784241,137.3793335,43956736.0,1.2050080299,55.550800323,1.1600064039,,1.1600064039
1427.6900635,,13.220999718,-0.003,0.4973983169,1.9556196928,2.4320168495,85.180801392,137.26112366,43957404.0,1.2100096941,56.050098419,1.1620479822,,1.1620479822
1427.8425293,,13.421999931,-0.001,0.5078160763,1.9605529308,2.4649469852,82.937599182,137.38887024,43958048.0,1.2220144272,56.17440033,1.1770480871,,1.1770480871
1427.994873,,14.005999565,-0.001,0.5053582191,1.9737660885,2.5348877907,82.823814392,137.37983704,43958716.0,1.2310031652,55.800601959,1.1920160055,,1.1920160055
1428.1472168,,13.545999527,-0.002,0.503100276,1.9902478456,2.5050721169,86.200325012,137.3881073,43959384.0,1.2350040674,56.549697876,1.1970071793,,1.1970071793
1428.2996826,,13.456001282,-0.002,0.5034120083,2.0051193237,2.5000081062,91.305595398,137.14228821,43960028.0,1.2400015593,56.175201416,1.200032115,,1.200032115
1428.4520264,,13.230999947,-0.004,0.4934746623,2.0099067688,2.4690744877,89.008262634,137.38887024,43960696.0,1.2419975996,56.424697876,1.2100120783,,1.2100120783
1428.6044922,,12.956000328,0.0,0.4868226051,2.0119593143,2.4450383186,92.437805176,137.37983704,43961368.0,1.2389975786,56.050201416,1.2150160074,,1.2150160074
1428.7568359,,12.89099884,0.0020000001,0.4900900424,2.0017228127,2.3931248188,92.377853394,137.38838196,43962008.0,1.2359935045,56.299999237,1.2199759483,,1.2199759483
1428.9093018,,12.857000351,0.0,0.5026410818,1.9824198484,2.3460752964,93.537780762,137.26107788,43962680.0,1.2279856205,56.299297333,1.2099455595,,1.2099455595
1429.0616455,,12.693000793,-0.003,0.5413871408,1.9624615908,2.384906292,85.680641174,137.37983704,43963320.0,1.2099871635,55.425300598,1.1929446459,,1.1929446459
1429.2141113,,12.658999443,-0.006,0.5502383113,1.9529109001,2.4169487953,82.620796204,137.38887024,43963992.0,1.1939711571,55.79940033,1.1699486971,,1.1699486971
1429.3664551,,12.569999695,-0.003,0.5180455446,1.9556456804,2.5476853848,81.326972961,137.37983704,43964660.0,1.1759831905,55.425098419,1.1539664268,,1.1539664268
1429.5189209,,12.468999863,0.0,0.5374236107,1.9670132399,2.6009151936,87.124397278,137.38887024,43965300.0,1.1549791098,55.549198151,1.1399775743,,1.1399775743
1429.6712646,,12.404000282,0.0,0.5209764838,1.9702959061,2.5900263786,86.939804077,137.38079834,43965972.0,1.1419951916,55.050201416,1.1329327822,,1.1329327822
1429.8237305,,12.392999649,0.0,0.5414609313,1.9692564011,2.5191137791,87.483573914,137.62631226,43966640.0,1.1359968185,55.300998688,1.1119807959,,1.1119807959
1429.9760742,,12.571000099,-0.004,0.5046396255,1.9583820105,2.4600946903,82.381004333,137.37983704,43967284.0,1.1340023279,55.924297333,1.1059935093,,1.1059935093
1430.128418,,12.713998795,-0.006,0.4917187989,1.9539077282,2.465985775,84.250602722,137.38887024,43967952.0,1.1370015144,55.050498962,1.1040312052,,1.1040312052
1430.2808838,,12.883000374,-0.008,0.4902135432,1.9563220739,2.4220705032,84.502799988,137.38079834,43968596.0,1.1390048265,55.674900055,1.1170607805,,1.1170607805
1430.4332275,,13.130000114,-0.006,0.4946385324,1.9618130922,2.5107860565,85.358024597,137.6264801,43969264.0,1.1450047493,55.549900055,1.1360673904,,1.1360673904
1430.5856934,,13.401000023,-0.004,0.4928186536,1.9659035206,2.6597611904,78.31300354,137.37115479,43969936.0,1.1510096788,55.425098419,1.164070487,,1.164070487
1430.7380371,,13.612000465,-0.002,0.4786331654,1.9668023586,2.8146276474,78.317512512,137.5080719,43970576.0,1.1630079746,55.550197601,1.1859999895,,1.1859999895
1430.8905029,,13.614999771,-0.002,0.4451161325,1.9673895836,2.8140015602,80.200210571,137.49862671,43971244.0,1.1730023623,55.801403046,1.1859743595,,1.1859743595
1431.0428467,,13.482000351,-0.004,0.4403202534,1.964761138,2.7182304859,84.003753662,137.37983704,43971916.0,1.175999999,57.549697876,1.1779711246,,1.1779711246
1431.1953125,,13.529000282,-0.006,0.4592404366,1.955073595,2.714006424,85.570007324,137.38887024,43972556.0,1.1759952307,57.174499512,1.1659967899,,1.1659967899
1431.3476563,,13.427000046,-0.005,0.4885061383,1.9484912157,2.6052618027,87.753608704,137.38079834,43973228.0,1.1699895859,56.548995972,1.1649543047,,1.1649543047
1431.5001221,,13.352000237,-0.003,0.4923306406,1.9463317394,2.5001683235,89.252006531,137.62631226,43973864.0,1.156971097,55.300197601,1.1458910704,,1.1458910704
1431.6524658,,13.258000374,-0.002,0.488446027,1.95424366,2.4261779785,89.873802185,137.37983704,43974540.0,1.1389847994,55.425201416,1.1118942499,,1.1118942499
1431.8049316,,13.116999626,-0.001,0.4921915531,1.9651536942,2.4709279537,89.495796204,137.38887024,43975208.0,1.1200064421,55.673999786,1.0790512562,,1.0790512562
1431.9572754,,12.982000351,0.001,0.4928713441,1.9785308838,2.4969582558,88.187400818,137.38079834,43975844.0,1.1240208149,55.05039978,1.0950448513,,1.0950448513
1432.1097412,,12.994999886,0.0,0.512455523,1.9862208366,2.5349392891,87.985176086,137.62631226,43976520.0,1.1500880718,55.54940033,1.1089454889,,1.1089454889
1432.262085,,13.043999672,0.0,0.53559196,1.9914288521,2.5719406605,83.360786438,137.37983704,43977188.0,1.2050753832,55.175098419,1.0918879509,,1.0918879509
1432.4144287,,13.055000305,0.0040000002,0.5866590738,1.998822093,2.8243923187,78.923583984,137.38887024,43977828.0,1.2990489006,55.299499512,1.0570625067,,1.0570625067
1432.5668945,,13.022999763,0.0250000004,0.58589077,2.0683774948,3.5069053173,72.910980225,137.38079834,43978500.0,1.3599696159,54.673797607,1.0837877989,,1.0837877989
1432.7192383,,12.956000328,0.0199999996,0.5113285184,2.1875698566,4.2382416725,64.496772766,137.62631226,43979140.0,1.3219703436,53.176898956,1.3303654194,,1.3303654194
1432.8717041,,12.824999809,0.0120000001,0.4355631173,2.3042740822,3.9394822121,63.184524536,137.38027954,43979808.0,1.2849935293,55.549598694,1.8977173567,,1.8977173567
1433.0240479,,12.68500042,0.0080000004,0.3953911066,2.2475664616,3.2726044655,72.102218628,137.4981842,43980476.0,1.2770015001,55.051101685,2.119543314,,2.119543314
1433.1765137,,12.744999886,0.0250000004,0.4398003221,2.1144707203,2.8017532825,88.426445007,137.27072144,43981120.0,1.2790304422,56.424198151,1.5137062073,,1.5137062073
1433.3288574,,12.859000206,0.0390000008,0.4898081422,2.0324883461,2.5905067921,104.4468689,137.49913025,43981788.0,1.3169968128,55.424499512,1.1107764244,,1.1107764244
1433.4813232,,13.119999886,0.0199999996,0.5073025823,2.0047135353,2.5890016556,108.09575653,137.5080719,43982460.0,1.3128606081,54.800998688,1.018048048,,1.018048048
1433.633667,,13.359999657,0.003,0.4958505034,2.0081253052,2.695743084,98.973579407,137.4981842,43983100.0,1.2259486914,55.425098419,1.0330672264,,1.0330672264
1433.7861328,,13.463999748,-0.005,0.4588277936,2.0144100189,2.8088188171,90.752006531,137.27072144,43983772.0,1.1619422436,55.550998688,1.0540833473,,1.0540833473
1433.9384766,,13.473999977,-0.007,0.4745663404,2.0168976784,2.8289520741,91.394416809,137.49913025,43984412.0,1.1259791851,56.174900055,1.0800353289,,1.0800353289
1434.0909424,,13.55700016,-0.008,0.503492415,2.016302824,2.7910606861,97.448417664,137.5080719,43985080.0,1.0999968052,56.051399231,1.0910416842,,1.0910416842
1434.2432861,,13.616998672,-0.004,0.5252338052,2.0170023441,2.7520625591,100.67478943,137.49865723,43985752.0,1.0980129242,56.926200867,1.1040639877,,1.1040639877
1434.3956299,,13.630001068,0.0,0.5088962317,2.0175993443,2.7450168133,96.553390503,137.38887024,43986392.0,1.1140087843,58.42389679,1.1239951849,,1.1239951849
1434.5480957,,13.633000374,0.0020000001,0.5003433228,2.0173857212,2.7360143661,92.545791626,137.38079834,43987064.0,1.1250040531,57.049297333,1.1219775677,,1.1219775677
1434.7004395,,13.569999695,0.0020000001,0.5058783889,2.013810873,2.7469735146,87.179138184,137.62651062,43987732.0,1.130001545,56.174900055,1.1149687767,,1.1149687767
1434.8529053,,13.581000328,0.0040000002,0.5110198855,2.0172200203,2.6950833797,83.516616821,137.38027954,43988376.0,1.131999135,56.050300598,1.1019679308,,1.1019679308
1435.005249,,13.637999535,0.0070000002,0.4901825786,2.0222043991,2.6421272755,88.695213318,137.4981842,43989044.0,1.1309976578,56.424900055,1.0919952393,,1.0919952393
1435.1577148,,13.561999321,0.0060000001,0.4792606533,2.0232903957,2.5960736275,91.687400818,137.27072144,43989716.0,1.1279991865,56.299396515,1.0900321007,,1.0900321007
1435.3100586,,13.5,0.0049999999,0.4504599273,2.0209124088,2.6488726139,91.491584778,137.49913025,43990356.0,1.1269999743,55.550201416,1.1000241041,,1.1000241041
1435.4625244,,13.476999283,0.0049999999,0.444190532,2.0240552425,2.6709647179,88.0,137.5075531,43991024.0,1.1270176172,55.7981987,1.1100159883,,1.1100159883
1435.6148682,,13.463999748,0.0080000004,0.4486010671,2.0378632545,2.7538006306,88.005561829,137.37115479,43991696.0,1.1380152702,54.672897339,1.114992857,,1.114992857
1435.767334,,13.491999626,0.0109999999,0.4680252969,2.0536231995,2.8079135418,90.317008972,137.5080719,43992336.0,1.15704,52.055404663,1.1119840145,,1.1119840145
1435.9196777,,13.538999557,0.0089999996,0.4951692522,2.0594761372,2.917735815,91.56300354,137.4981842,43993008.0,1.1820129156,55.424697876,1.1070320606,,1.1070320606
1436.0721436,,13.569999695,0.0070000002,0.5072059631,2.0785484314,3.2604501247,91.549980164,137.27072144,43993676.0,1.1980111599,55.050800323,1.1171218157,,1.1171218157
1436.2244873,,13.561999321,0.0020000001,0.5221230984,2.1156964302,3.5884742737,87.493591309,137.49913025,43994320.0,1.2050015926,55.550300598,1.1551600695,,1.1551600695
1436.3768311,,13.522999763,0.0080000004,0.4991206229,2.1645841599,3.4672930241,85.502105713,137.5080719,43994988.0,1.2070088387,55.925300598,1.2050241232,,1.2050241232
1436.5292969,,13.508000374,0.0130000003,0.4807636142,2.1595306396,3.0426812172,86.389213562,137.4981842,43995632.0,1.218012929,56.299198151,1.214926362,,1.214926362
1436.6816406,,13.68500042,0.0179999992,0.4643705785,2.1172788143,2.7646677494,90.817962646,137.27053833,43996300.0,1.2340143919,55.300300598,1.1919471025,,1.1919471025
1436.8341064,,13.767999649,0.0209999997,0.4834709764,2.0795617104,2.7849664688,92.870796204,137.49909973,43996968.0,1.2520008087,55.675098419,1.1700159311,,1.1700159311
1436.9864502,,13.708000183,0.0199999996,0.500523448,2.070032835,2.9515988827,91.563903809,137.49913025,43997612.0,1.2529855967,55.80039978,1.175028801,,1.175028801
1437.138916,,13.647999763,0.0140000004,0.5213446021,2.078204155,3.0398588181,91.941001892,137.5080719,43998280.0,1.2349944115,56.300201416,1.1870032549,,1.1870032549
1437.2912598,,13.741999626,0.0089999996,0.5232644677,2.0791735649,3.0380048752,92.876205444,137.4981842,43998952.0,1.2279984951,56.549900055,1.1879687309,,1.1879687309
1437.4437256,,13.890999794,0.0049999999,0.5260209441,2.0725762844,2.9561314583,93.376998901,137.27168274,43999592.0,1.2260007858,56.42539978,1.174951911,,1.174951911
1437.5960693,,13.947999954,0.0060000001,0.5139181018,2.0667304993,2.9609880447,93.997894287,137.73658752,44000264.0,1.2269991636,56.92539978,1.1600143909,,1.1600143909
1437.7485352,,13.921999931,0.0040000002,0.4814955592,2.0743641853,3.037876606,93.136817932,137.5080719,44000932.0,1.2259839773,57.424800873,1.1660448313,,1.1660448313
1437.9008789,,13.937999725,0.0049999999,0.4463761747,2.0903382301,3.0559568405,96.814605713,137.49913025,44001576.0,1.2159935236,57.298698425,1.1800320148,,1.1800320148
1438.0533447,,14.052000046,0.0040000002,0.4191766083,2.0998125076,3.105919838,97.31640625,137.50854492,44002244.0,1.2079839706,55.673999786,1.1899776459,,1.1899776459
1438.2056885,,14.215999603,0.001,0.455209136,2.1029031277,3.0650658607,98.373199463,137.61833191,44002880.0,1.1979984045,55.050701141,1.1829743385,,1.1829743385
1438.3581543,,14.508000374,0.001,0.4920868576,2.1037142277,2.90625453,97.819412231,137.62631226,44003556.0,1.1960047483,55.925598145,1.1749839783,,1.1749839783
1438.510498,,14.505000114,0.0070000002,0.5115815997,2.1072871685,2.6693797112,99.828613281,137.38079834,44004224.0,1.1989952326,56.300098419,1.1700031757,,1.1700031757
1438.6628418,,14.517999649,0.0109999999,0.5251135826,2.1040961742,2.4914274216,104.68650055,137.62727356,44004868.0,1.1929959059,56.424999237,1.1709879637,,1.1709879637
1438.8153076,,14.607000351,0.0109999999,0.5522513986,2.1029028893,2.5379247665,104.05199432,137.61877441,44007304.0,1.1879959106,56.424797058,1.1659808159,,1.1659808159
1438.9676514,,14.68999958,0.0070000002,0.5485793352,2.1036095619,2.6776638031,100.6057663,137.74040222,44055724.0,1.1829943657,56.17440033,1.1599879265,,1.1599879265
1439.1201172,,14.724000931,0.0060000001,0.5045064092,2.1059839725,2.8047964573,92.620796204,138.46183777,44311988.0,1.1759935617,55.423797607,1.1550096273,,1.1550096273
1439.2724609,,14.741999626,0.0060000001,0.4906312227,2.1019852161,2.8389182091,91.31690979,138.56707764,44329348.0,1.1679991484,53.923599243,1.1580096483,,1.1580096483
1439.4249268,,14.640999794,0.0049999999,0.5350545049,2.0982968807,2.8140399456,92.947212219,137.27168274,43934560.0,1.167001605,52.177501678,1.1620191336,,1.1620191336
1439.5772705,,14.428999901,0.0089999996,0.5534632206,2.0974845886,2.8648774624,95.826972961,137.7351532,44036696.0,1.1690056324,55.300201416,1.1680096388,,1.1680096388
1439.7297363,,14.378000259,0.0140000004,0.505520761,2.0935792923,2.8769807816,101.63201141,137.15248108,43896576.0,1.1760127544,55.55160141,1.1719808578,,1.1719808578
1439.8820801,,14.31799984,0.0219999999,0.4560155869,2.088326931,2.855052948,103.81760406,137.62454224,44029784.0,1.1840088367,56.548698425,1.1659808159,,1.1659808159
1440.0345459,,14.078000069,0.0179999992,0.4595474303,2.0701298714,2.7471730709,105.23457336,139.17723083,44544236.0,1.1950353384,54.925598145,1.1600320339,,1.1600320339
1440.1868896,,13.93500042,0.0120000001,0.4834177196,2.052636385,2.6641993523,100.44620514,139.41191101,44667096.0,1.2170215845,55.299900055,1.1700800657,,1.1700800657
1440.3393555,,13.944999695,0.0060000001,0.4944746792,2.0367786884,2.6020994186,103.00681305,140.60713196,44961488.0,1.2440415621,55.174999237,1.195089817,,1.195089817
1440.4916992,,13.929999352,0.0040000002,0.4963952005,2.0315272808,2.5780384541,105.13741302,140.83428955,45023780.0,1.2700208426,55.175300598,1.2231345177,,1.2231345177
1440.644043,,13.929999352,0.0060000001,0.4808972478,2.0383439064,2.5470743179,108.99879456,139.88218689,44796828.0,1.2960127592,55.549999237,1.2651153803,,1.2651153803
