DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,NPHI,RHOB,PEF,GR,DTC,DTE,RDEP,SP,RSHA,RMED
1879.527832,,12.937999725,0.0030104166,0.5134832859,2.166960001,,51.437923431,157.92260742,159.04858398,0.6770408154,55.624687195,0.8119999766,0.773999989
1879.6801758,,13.015999794,0.0160016026,0.5083207488,2.1868932247,,51.408401489,156.81576538,157.98231506,0.6939888,51.168495178,0.9190000296,0.7940000296
1879.8326416,,12.913999557,0.0179983974,0.5211004615,2.1941502094,,52.906074524,154.70675659,155.73220825,0.686937511,50.56111145,0.875,0.7979999781
1879.9849854,,12.984000206,0.0159967951,0.5243477821,2.1647260189,,52.932540894,155.13441467,156.21104431,0.6609967947,55.567138672,0.8090000153,0.7839999795
1880.1374512,,13.116999626,0.0119855888,0.5275549293,2.1210961342,,49.529949188,156.33233643,157.45399475,0.6589663625,51.889198303,0.9279999733,0.7799999714
1880.2897949,,13.101999283,0.002991186,0.5197386742,2.0760958195,,49.094051361,158.69822693,159.74478149,0.6449887753,51.940193176,0.6740000248,0.77700001
1880.4422607,,13.328000069,-0.00801121,0.5161822438,2.0389075279,,49.121471405,160.73228455,161.93261719,0.6379640102,48.62487793,0.5199999809,0.7319999933
1880.5946045,,13.430000305,-0.015002403,0.5075101852,2.0175745487,,47.651493073,161.6007843,162.73254395,0.6229760051,63.780170441,0.3470000029,0.6880000234
1880.7470703,,13.163998604,-0.017991994,0.4888847768,2.0242166519,,44.838447571,160.47181702,161.6665802,0.6079759598,49.515399933,0.5479999781,0.6650000215
1880.8994141,,13.015999794,-0.012995994,0.4872991443,2.0567708015,,42.53881073,158.91867065,160.00212097,0.5979807377,49.945697784,0.5820000172,0.65200001
1881.0517578,,12.999999046,-0.007999199,0.4995116293,2.0895793438,,47.401790619,157.37294006,158.47781372,0.5860032439,48.310096741,0.6819999814,0.6690000296
1881.2042236,,13.069999695,-0.007000802,0.5126551986,2.108399868,,44.789703369,156.87979126,157.96168518,0.5880384445,54.594615936,0.6660000086,0.6840000153
1881.3565674,,13.015999794,-0.008001601,0.5205353498,2.1157748699,,48.398937225,155.28662109,156.33288574,0.6040304303,60.35962677,0.6340000033,0.6899999976
1881.5090332,,12.999999046,-0.009999199,0.5311735868,2.1263656616,,44.000976563,155.43577576,156.65493774,0.6230456829,48.270778656,0.6600000262,0.6980000138
1881.661377,,12.999999046,-0.008995196,0.5634553432,2.1442883015,,44.408103943,154.63778687,155.68109131,0.6420288682,79.520683289,0.7120000124,0.7160000205
1881.8138428,,12.906000137,-0.002995994,0.5821848512,2.1716694832,,45.725456238,152.92001343,154.02932739,0.6600168347,30.503568649,0.8690000176,0.7540000081
1881.9661865,,12.913999557,0.0020048078,0.5555814505,2.1985461712,,48.411457062,149.79756165,150.80444336,0.6670048237,56.504684448,0.8679999709,0.7919999957
1882.1186523,,12.913999557,0.0080000004,0.5186827183,2.2131433487,,51.808197021,147.76737976,148.83396912,0.6699855924,52.598735809,0.8090000153,0.7979999781
1882.2709961,,12.930000305,0.0079967957,0.4728279412,2.2156429291,,49.818656921,147.92115784,149.00912476,0.6639935374,40.124839783,0.7960000038,0.7940000296
1882.4234619,,12.921999931,0.0039871898,0.4597824514,2.1992356777,,53.3452034,148.39881897,149.36351013,0.6599760056,55.308876038,0.7799999714,0.7860000134
1882.5758057,,12.906000137,-0.00400641,0.4730296135,2.1773529053,,53.839092255,148.96902466,150.00222778,0.6499791145,49.988704681,0.7730000019,0.7599999905
1882.7282715,,12.89099884,-0.012006405,0.4854202867,2.1556186676,,50.77664566,150.38835144,151.48005676,0.6369591951,51.755584717,0.8019999862,0.7319999933
1882.8806152,,12.89099884,-0.0159992,0.5041475296,2.1443383694,,48.970405579,151.71168518,152.82875061,0.6199743748,49.167022705,0.8109999895,0.69599998
1883.032959,,12.89099884,-0.014996797,0.497153163,2.1388847828,,49.847557068,153.06939697,154.12651062,0.6039791107,57.871196747,0.7409999967,0.6890000105
1883.1854248,,12.89099884,-0.011000801,0.4984160662,2.1363055706,,52.065322876,153.71711731,154.83740234,0.5909664035,50.483100891,0.7900000215,0.6850000024
1883.3377686,,12.89099884,-0.011999199,0.4847332239,2.1396811008,,53.030696869,153.83140564,154.91824341,0.5769872069,50.54945755,0.7710000277,0.6859999895
1883.4902344,,12.89799881,-0.010996795,0.4819200337,2.1459658146,,52.843551636,154.92175293,156.01527405,0.5689855814,65.13079071,0.80400002,0.6740000248
1883.6425781,,12.913999557,-0.006995997,0.4819395244,2.1556763649,,52.653945923,155.01707458,156.05941772,0.5629951954,23.806192398,0.7680000067,0.6740000248
1883.7950439,,12.921999931,-0.001998398,0.4859550893,2.1643013954,,51.369220734,154.91743469,156.01365662,0.5600072145,80.206703186,0.77700001,0.6750000119
1883.9473877,,12.921999931,0.0,0.5062440038,2.1701841354,,48.968151093,154.95840454,156.02307129,0.5630000234,43.139400482,0.7779999971,0.6729999781
1884.0998535,,12.944999695,4.8038e-06,0.5204269886,2.1742224693,,48.447154999,154.20405579,155.24317932,0.5630072355,69.33430481,0.7649999857,0.6639999747
1884.2521973,,12.937999725,0.0029975963,0.5380933881,2.1796898842,,52.258464813,153.21665955,154.24212646,0.5660032034,33.100086212,0.7609999776,0.6690000296
1884.4046631,,13.116999626,-9.608e-06,0.510376513,2.1863079071,,57.546535492,152.99893188,154.02192688,0.5680024028,68.780723572,0.7310000062,0.6890000105
1884.5570068,,13.218999863,-0.006005609,0.4937383831,2.1887946129,,63.992637634,152.95469666,154.05160522,0.5690048337,54.614532471,0.8019999862,0.7049999833
1884.7094727,,13.078001022,-0.013009608,0.4901404381,2.185573101,,59.39699173,152.47492981,153.58847046,0.5720288754,27.829006195,0.8180000186,0.7189999819
1884.8618164,,13.093999863,-0.018998398,0.4964717627,2.181394577,,55.644630432,152.01243591,153.09051514,0.5840192437,67.57585144,0.7689999938,0.7110000253
1885.0141602,,13.031000137,-0.016995197,0.4907752872,2.1790728569,,48.556640625,151.51196289,152.63545227,0.5960128307,47.931941986,0.7900000215,0.7070000172
1885.166626,,13.038999557,-0.010997596,0.4805155993,2.1839420795,,44.595878601,149.83084106,150.92692566,0.6040263772,52.888298035,0.7810000181,0.7110000253
1885.3189697,,13.038999557,-0.007998399,0.4822878838,2.188978672,,45.373298645,149.07991028,150.05119324,0.6150208712,52.677585602,0.9160000086,0.7250000238
1885.4714355,,13.108999252,-0.005998398,0.4938766062,2.1897885799,,44.321029663,148.0537262,149.17286682,0.6280072331,55.819595337,0.7369999886,0.7269999981
1885.6237793,,13.163998604,-0.003995196,0.502135396,2.1915256977,,47.651092529,147.51550293,148.61401367,0.630998373,53.830356598,0.7540000081,0.7179999948
1885.7762451,,13.194999695,0.0020024038,0.4918707907,2.2010052204,,44.599105835,147.68183899,148.67698669,0.6299808025,55.59356308,0.80400002,0.7269999981
1885.9285889,,13.234000206,0.0049967947,0.4765149951,2.2096779346,,46.727264404,149.47923279,150.53511047,0.621982336,41.477142334,0.7879999876,0.75
1886.0810547,,13.531000137,0.0009951962,0.4619487822,2.2027220726,,51.875076294,152.42333984,153.49850464,0.6109783649,52.318897247,0.8130000234,0.7379999757
1886.2333984,,14.421999931,-0.002003205,0.4490929246,2.180062294,,51.908653259,154.88420105,155.98878479,0.6019920111,50.109352112,0.7990000248,0.6999999881
1886.3858643,,14.328000069,-0.006006405,0.437864542,2.1530878544,,53.555194855,155.76333618,156.87957764,0.5969783664,50.681316376,0.7919999957,0.6700000167
1886.538208,,13.906001091,-0.010002404,0.4393079579,2.1348609924,,50.320960999,155.99449158,157.09384155,0.5879839659,54.184085846,0.7400000095,0.6460000277
1886.6906738,,14.218999863,-0.012996797,0.4480466843,2.1285367012,,55.281299591,156.03808594,157.07566833,0.5779832006,48.95275116,0.7599999905,0.6420000196
1886.8430176,,13.875,-0.010995192,0.459513247,2.1332981586,,55.402393341,155.45878601,156.59034729,0.5709983706,59.138599396,0.8330000043,0.6499999762
1886.9953613,,13.711000443,-0.004992794,0.4761618078,2.1410331726,,53.149593353,155.09526062,156.18563843,0.5700095892,58.989887238,0.8439999819,0.6700000167
1887.1478271,,13.890999794,0.0040040067,0.5060817599,2.1461532116,,49.155647278,155.74424744,156.78079224,0.5760223866,49.017127991,0.7649999857,0.6690000296
1887.3001709,,14.602000237,0.0089975977,0.5440246463,2.1588468552,,48.944107056,155.7046051,156.76185608,0.5900239944,59.623523712,0.7590000033,0.6700000167
1887.4526367,,13.538999557,0.0059927884,0.5625366569,2.1806879044,,52.750827789,155.38710022,156.46429443,0.6050192118,53.196098328,0.7710000277,0.7139999866
1887.6049805,,13.555001259,-0.003005604,0.5583390594,2.2011432648,,53.091396332,155.41004944,156.49734497,0.6130160093,51.664588928,0.8330000043,0.75
1887.7574463,,13.319999695,-0.009999199,0.5412971377,2.2039384842,,51.463069916,155.70291138,156.7734375,0.6230192184,49.437511444,0.7889999747,0.7570000291
1887.90979,,13.24200058,-0.008995196,0.5247725844,2.1906273365,,49.002754211,156.68264771,157.75120544,0.6310064197,54.869617462,0.7459999919,0.7350000143
1888.0622559,,13.210999489,-0.002998397,0.4925296009,2.1732172966,,50.722454071,158.95405579,160.09579468,0.6350072026,46.836208344,0.7440000176,0.7089999914
1888.2145996,,13.093999863,-0.001003205,0.4612729847,2.1616122723,,52.156951904,161.32144165,162.4289093,0.6379807591,50.006187439,0.7509999871,0.6930000186
1888.3670654,,13.078001022,-0.005006405,0.4585048258,2.1530499458,,52.752025604,163.20033264,164.39901733,0.6259831786,46.811275482,0.6460000277,0.6890000105
1888.5194092,,13.015999794,-0.009,0.5005841851,2.1388275623,,53.591094971,162.69749451,163.7456665,0.6189872026,61.462158203,0.7099999785,0.7030000091
1888.671875,,13.008000374,-0.008995196,0.5485925674,2.1204788685,,51.785427094,161.86550903,163.05177307,0.6109808087,45.32950592,0.6529999971,0.7070000172
1888.8242188,,13.086000443,-0.005998398,0.5524129868,2.1102082729,,53.620243073,161.1942749,162.30078125,0.6029823422,46.460128784,0.6610000134,0.7049999833
1888.9766846,,13.093999863,-0.004003203,0.5252631903,2.1198239326,,50.651794434,160.91133118,162.07357788,0.5919808149,58.9127388,0.7310000062,0.6869999766
1889.1290283,,13.086000443,-0.006005609,0.5075891018,2.1415178776,,48.902191162,161.37220764,162.41767883,0.5839791298,47.051231384,0.7609999776,0.6750000119
1889.2813721,,13.116999626,-0.013005605,0.5041684508,2.154661417,,46.537960052,161.59075928,162.71221924,0.5709855556,58.62405014,0.7139999866,0.6610000134
1889.4338379,,13.108999252,-0.020001601,0.495160073,2.1457417011,,50.876876831,161.73100281,162.94589233,0.5619831681,52.414196014,0.6890000105,0.6579999924
1889.5861816,,13.125,-0.021995997,0.4702337384,2.1243159771,,51.660305023,161.93322754,162.99728394,0.5549823642,50.611305237,0.7749999762,0.6629999876
1889.7386475,,13.163998604,-0.016991988,0.4468871355,2.1087522507,,54.342048645,161.69979858,162.87614441,0.5439736247,51.994709015,0.72299999,0.6589999795
1889.8909912,,13.163998604,-0.006995196,0.4491351843,2.1084537506,,53.5390625,160.53939819,161.66136169,0.5329871774,55.619918823,0.7850000262,0.6560000181
1890.043457,,13.234000206,-0.000999199,0.4596122801,2.1190066338,,58.549938202,159.69586182,160.9151001,0.5249807835,47.736431122,0.77700001,0.6549999714
1890.1958008,,13.218999863,-4.808e-06,0.4696667492,2.1273393631,,53.121944427,160.0234375,161.06016541,0.5170000196,58.748073578,0.7609999776,0.6460000277
1890.3482666,,13.25,-0.006004804,0.4724799097,2.1266751289,,51.213447571,161.10069275,162.19464111,0.5170072317,52.135696411,0.7590000033,0.6340000033
1890.5006104,,13.633000374,-0.009000801,0.4755723476,2.1168861389,,48.911506653,162.21974182,163.45233154,0.5200192332,51.102397919,0.7450000048,0.6159999967
1890.6530762,,13.336000443,-0.010006404,0.4794557989,2.1142120361,,52.342048645,162.55404663,163.73513794,0.5320432186,49.385746002,0.7390000224,0.6179999709
1890.8054199,,13.359000206,-0.014004007,0.4937651753,2.1262612343,,51.533603668,162.63691711,163.73095703,0.5500432849,57.989082336,0.7440000176,0.628000021
1890.9578857,,13.437999725,-0.019006405,0.5172142982,2.1457588673,,53.15719986,162.34214783,163.47451782,0.5770480633,50.247722626,0.7630000114,0.6470000148
1891.1102295,,13.444999695,-0.022997595,0.5309492946,2.1603138447,,53.652744293,161.67123413,162.69880676,0.5970336795,54.821998596,0.7239999771,0.6830000281
1891.2625732,,13.359000206,-0.019995196,0.5213413835,2.164444685,,51.620441437,161.30545044,162.3924408,0.6180272102,53.582008362,0.8280000091,0.7329999804
1891.414917,,13.156000137,-0.014,0.501152575,2.1680691242,,48.78125,161.01522827,162.19670105,0.6350368261,56.062416077,0.8220048547,0.7459895611
1891.5672607,,13.093999863,-0.011,0.5021903515,2.1730446815,,48.942455292,161.25279236,162.35458374,0.6580264568,50.419597626,0.7820320725,0.7210200429
1891.7197266,,13.116999626,-0.012,0.489944458,2.1798307896,,54.501701355,161.37817383,162.56622314,0.6910319924,50.166397095,0.7510247827,0.6830304265
1891.8720703,,13.180001259,-0.013,0.4959613681,2.1881740093,,55.56287384,160.41212463,161.47447205,0.7110048532,48.681266785,0.8399286866,0.6770048141
1892.0245361,,13.476999283,-0.015,0.503067255,2.1944978237,,55.396190643,158.1282959,159.31428528,0.7169951797,55.684638977,0.9978735447,0.73395437
1892.1768799,,13.413999557,-0.014,0.5185151696,2.1952826977,,49.280021667,155.99440002,157.10627747,0.7139992118,48.89540863,0.9290553331,0.8109382987
1892.3292236,,13.430000305,-0.008,0.4967814684,2.1943552494,,48.060173035,156.16664124,157.27832031,0.713003993,52.880290985,0.9210128188,0.835959971
1892.4816895,,13.430000305,-0.002,0.4727383852,2.1961421967,,44.537208557,156.82911682,157.95172119,0.7180079818,47.463420868,0.8760360479,0.8140176535
1892.6340332,,13.453001022,-0.001,0.4655360579,2.199192524,,52.281349182,156.80328369,157.89483643,0.7280007601,55.202705383,0.8640192151,0.774064064
1892.786499,,13.444999695,-0.008,0.4880091548,2.1976819038,,52.722255707,155.45024109,156.55952454,0.7289927602,56.245986938,0.9179567099,0.7580128312
1892.9388428,,13.616998672,-0.01,0.4918257594,2.1927826405,,56.77639389,153.64672852,154.66226196,0.7199856043,48.767654419,0.9769055247,0.7699807882
1893.0913086,,13.680000305,-0.008,0.5016381741,2.1918075085,,51.029647827,152.00999451,153.03034973,0.7019855976,51.045372009,0.8850737214,0.7590088248
1893.2436523,,13.703000069,-0.005,0.5008658767,2.1929564476,,49.339797974,152.78390503,153.81115723,0.6839928031,51.202705383,0.8320424557,0.7490079999
1893.3961182,,13.711000443,-0.004,0.4982217848,2.1941654682,,44.09312439,153.20018005,154.30583191,0.6749888062,52.262798309,0.9808807373,0.7629888058
1893.5484619,,13.921999931,-0.006,0.4698725045,2.1911990643,,43.001003265,155.18011475,156.30429077,0.660993576,51.771511078,0.8920713067,0.7699943781
1893.7009277,,13.703000069,-0.011,0.452806741,2.1829397678,,44.259708405,156.65557861,157.7711792,0.6529808044,56.44379425,0.8860048056,0.7490168214
1893.8532715,,13.695000648,-0.012,0.4805634022,2.1745798588,,50.317832947,157.42527771,158.5632019,0.6409911513,53.458011627,0.8300448656,0.7330127954
1894.0057373,,13.461000443,-0.008,0.5013828278,2.1698205471,,56.347305298,157.597229,158.61883545,0.6299759746,57.808513641,0.9119343758,0.7190111876
1894.1580811,,13.538999557,-0.003,0.5149986744,2.1593947411,,58.40745163,158.19017029,159.22132874,0.614991188,50.541542053,0.8490504622,0.7090079784
1894.3105469,,13.546999931,-0.007,0.5016703606,2.1351671219,,60.222904205,157.75140381,158.83651733,0.6039951444,48.410015106,0.7191040516,0.6900151968
1894.4628906,,13.437999725,-0.012,0.4935202003,2.1067323685,,62.65927887,158.73696899,159.95275879,0.6009976268,57.130687714,0.7659623027,0.677010417
1894.6152344,,13.656000137,-0.013,0.4936172962,2.0951762199,,66.748001099,158.64161682,159.68022156,0.5979959965,51.947795868,0.7320544124,0.6590288281
1894.7677002,,13.609000206,-0.009,0.4857045114,2.1073408127,,64.245666504,156.72428894,157.82324219,0.5930023789,49.957305908,0.7150136232,0.6599992514
1894.9200439,,13.647999763,0.001,0.4875969887,2.1283209324,,58.83694458,155.81236267,156.87590027,0.5960048437,52.572593689,0.8098478913,0.6679871678
1895.0725098,,13.765999794,0.0060000001,0.5044542551,2.1387691498,,50.026340485,155.4914093,156.58175659,0.6020056009,50.449424744,0.7630376816,0.6989751458
1895.2248535,,14.671999931,0.0020000001,0.5228283405,2.1296153069,,44.213748932,156.60621643,157.77377319,0.60900563,49.801258087,0.6951088905,0.6920111775
1895.3773193,,14.843999863,-0.004,0.5279670358,2.1160368919,,37.655323029,157.92900085,158.97053528,0.6160007715,53.698677063,0.5371266007,0.6870039701
1895.5296631,,14.258000374,-0.006,0.510096848,2.1195466518,,36.817855835,157.03546143,158.14530945,0.6169983745,52.732349396,0.6868798137,0.6979911923
1895.6821289,,14.133000374,-0.002,0.4894635379,2.1427145004,,42.878452301,155.55331421,156.58227539,0.6150000095,52.322998047,0.7599415183,0.7109895945
1895.8344727,,14.063000679,0.0049999999,0.4909632802,2.1666409969,,45.032073975,153.87132263,154.97900391,0.6150000095,51.074649811,0.7949719429,0.704005599
1895.9869385,,13.656000137,0.0109999999,0.5055158734,2.1822104454,,46.368644714,154.36549377,155.46585083,0.6150032282,50.228572845,0.7830095887,0.7079967856
1896.1392822,,13.640999794,0.0089999996,0.5287287235,2.1851894855,,42.409301758,156.23883057,157.30426025,0.6170007586,48.401119232,0.855941534,0.7219887972
1896.291748,,13.585999489,-0.001,0.5465986729,2.1762337685,,46.526847839,158.72808838,159.90872192,0.6179951429,55.953102112,0.7111161351,0.7120079994
1896.4440918,,13.765999794,-0.016000001,0.5335353613,2.1617035866,,43.935646057,159.97694397,161.01104736,0.6149976254,56.822395325,0.740975976,0.6990104318
1896.5964355,,13.609000206,-0.026000001,0.499434948,2.1518309116,,40.99754715,160.6421814,161.73635864,0.6119943857,54.573596954,0.8438350558,0.6710448265
1896.7489014,,13.680000305,-0.029999999,0.4651104808,2.144906044,,37.939975739,161.93052673,163.09046936,0.6049895883,53.073898315,0.7750552893,0.6759960055
1896.9012451,,13.913999557,-0.024,0.46117419,2.1378748417,,40.410053253,162.93640137,164.00042725,0.5919927955,52.205207825,0.8319087625,0.6849855781
1897.0537109,,13.562999725,-0.017000001,0.4762451053,2.1316699982,,45.471206665,163.47027588,164.68882751,0.5829967856,54.821796417,0.7590584755,0.697989583
1897.2060547,,13.772999763,-0.003,0.4825541973,2.1280517578,,48.218425751,164.48109436,165.65960693,0.5789936185,53.076602936,0.769982338,0.6820256114
1897.3585205,,13.913999557,0.0089999996,0.5101152658,2.1320819855,,47.498748779,165.90400696,167.03924561,0.5710015893,53.435012817,0.7959791422,0.6590183973
1897.5108643,,14.937999725,0.0160000008,0.5247681141,2.1397202015,,45.935771942,166.31919861,167.53224182,0.5729967952,46.799804688,0.8099887967,0.6530048251
1897.6633301,,14.5,-0.003,0.5172669888,2.1414690018,,43.158851624,167.07237244,168.28349304,0.5689951777,49.803630829,0.7510472536,0.6559976339
1897.8156738,,14.202999115,-0.009,0.4910866916,2.1207840443,,44.936222076,167.15675354,168.34272766,0.5660015941,53.378383636,0.7919671535,0.6609960198
1897.9681396,,14.288999557,-0.01,0.4766216874,2.1116931438,,42.723754883,166.8107605,167.89881897,0.5680032372,46.780361176,0.846955955,0.6580023766
1898.1204834,,13.890999794,-0.006,0.4981144071,2.115503788,,45.68907547,166.64485168,167.87968445,0.56999439,53.569690704,0.8060328364,0.6550023556
1898.2729492,,13.687999725,-0.009,0.513384819,2.1258466244,,47.032249451,165.95315552,167.18409729,0.5629936457,49.71150589,0.8179904222,0.6629936099
1898.425293,,15.093999863,-0.01,0.532002449,2.1268188953,,47.811546326,165.57164001,166.73666382,0.5589911938,79.751426697,0.8439791203,0.6889791489
1898.5776367,,13.727000237,-0.014,0.5397638679,2.1233291626,,45.998447418,164.8347168,165.91165161,0.5479943752,33.324821472,0.8579775691,0.6850063801
1898.7301025,,13.647999763,-0.018999999,0.5421319008,2.12353158,,44.065727234,164.09130859,165.28330994,0.5409911871,51.937675476,0.7580801249,0.6530256271
1898.8824463,,13.633000374,-0.023,0.5058933496,2.1231441498,,47.470451355,164.01161194,165.23591614,0.5299943686,62.915294647,0.7899487615,0.6290384531
1899.0349121,,13.680000305,-0.017000001,0.4829973876,2.1257324219,,49.281074524,163.2487793,164.29458618,0.5229895711,40.706100464,0.7969943881,0.6110144258
1899.1872559,,13.703000069,-0.001,0.4611583948,2.1301968098,,49.370597839,162.00596619,163.19845581,0.5099951625,55.686328888,0.7530704737,0.6110000014
1899.3397217,,13.741999626,0.0089999996,0.4663630724,2.1442241669,,43.871871948,161.30822754,162.3740387,0.5039967895,46.56023407,0.8169487119,0.6030064225
1899.4920654,,13.921999931,0.0,0.4634760618,2.1541700363,,39.971553802,159.78981018,160.81716919,0.5,52.886947632,0.7200777531,0.5980039835
1899.6445313,,14.0,-0.009,0.461016506,2.1494960785,,43.157802582,158.55322266,159.69747925,0.5,51.606800079,0.7599679828,0.6049944162
1899.796875,,14.008000374,-0.009,0.4595421851,2.1435174942,,45.409404755,158.03605652,159.12800598,0.4999991953,51.123275757,0.8029655218,0.6319783926
1899.9493408,,13.961000443,-0.004,0.454695344,2.1496489048,,49.650894165,157.15820313,158.24490356,0.4990080297,60.620311737,0.717068851,0.6539823413
1900.1016846,,14.063000679,-0.004,0.4693985581,2.1626372337,,46.470279694,156.96282959,158.02642822,0.5040072203,52.858352661,0.7929390669,0.6440079808
1900.2541504,,13.937999725,-0.006,0.4872012138,2.1670036316,,48.061447144,156.03898621,157.19223022,0.5130224228,53.076751709,0.7410416007,0.6380048394
1900.4064941,,13.687999725,-0.004,0.4918566346,2.1612460613,,47.09400177,155.49412537,156.6055603,0.527012825,53.38419342,0.8059478998,0.6310055852
1900.55896,,13.687999725,-0.001,0.4959226549,2.1589095592,,47.093200684,155.35899353,156.38719177,0.5430303812,50.395004272,0.7440496683,0.625004828
1900.7113037,,14.336000443,-0.002,0.4762351215,2.1586384773,,46.594127655,155.21783447,156.25334167,0.5620111823,52.888446808,0.7050312161,0.6210032105
1900.8636475,,14.343999863,-0.009,0.4669396877,2.1545825005,,46.752502441,155.89363098,156.94058228,0.5760063529,52.54479599,0.8048398495,0.6459599733
1901.0161133,,14.304999352,-0.008,0.448132962,2.1477339268,,49.873748779,156.30340576,157.38833618,0.5840032101,52.412193298,0.7860152125,0.7119471431
1901.168457,,14.093998909,-0.005,0.4826343954,2.1464636326,,48.312374115,157.12579346,158.22257996,0.5880032182,49.175708771,0.9387550354,0.7699071169
1901.3209229,,14.562999725,-0.002,0.51033324,2.1486067772,,47.53062439,157.70741272,158.87480164,0.5920120478,52.739528656,0.7961145639,0.7390248775
1901.4732666,,14.390999794,-0.004,0.5282685161,2.1451966763,,47.387470245,157.36216736,158.43119812,0.6070135832,55.443939209,0.6930000186,0.6880000234
1901.6257324,,13.883000374,-0.006,0.502438426,2.137409687,,55.152694702,159.08389282,160.1398468,0.6240064502,51.051528931,0.7639999986,0.6690000296
1901.7780762,,13.977000237,-0.007,0.5100709796,2.1246600151,,53.776992798,159.16456604,160.22879028,0.6320104599,53.75623703,0.8410000205,0.6700000167
1901.930542,,13.812999725,-0.01,0.5044569969,2.1163525581,,51.270565033,159.95730591,161.10955811,0.6450288296,48.939437866,0.6919999719,0.6620000005
1902.0828857,,13.703000069,-0.011,0.5031322241,2.1122376919,,46.939300537,160.2318573,161.30848694,0.6630055904,57.004432678,0.6869999766,0.6679999828
1902.2353516,,13.711000443,-0.01,0.4545479119,2.1240086555,,47.753978729,157.45994568,158.66316223,0.669988811,51.043495178,0.82099998,0.7289999723
1902.3876953,,13.819999695,0.0120000001,0.4079697132,2.1574764252,,49.412158966,145.78883362,146.73052979,0.6630032063,50.422103882,0.8550000191,0.8600000143
1902.5401611,,13.944999695,0.0320000015,0.3891553879,2.2051877975,,53.256454468,144.88006592,145.9899292,0.6669951677,51.737129211,1.1670000553,0.9829999804
1902.6925049,,13.883000374,0.0390000008,0.4080865681,2.2372744083,,55.947315216,142.06349182,142.98175049,0.6639919877,53.454708099,0.7289999723,0.8980000019
1902.8448486,,12.944999695,0.0089999996,0.4558758736,2.2229812145,,61.750602722,148.81126404,149.84588623,0.6539976001,55.757740021,0.6589999795,0.7839999795
1902.9973145,,12.930000305,-0.01,0.4969143867,2.1736228466,,62.130702972,157.83670044,158.94348145,0.6510024071,51.854698181,0.6650000215,0.6980000138
1903.1496582,,13.156000137,-0.013,0.5028572679,2.1311376095,,64.491539001,160.50524902,161.63587952,0.6539855599,50.500278473,0.6259999871,0.65200001
1903.302124,,13.194999695,-0.016000001,0.4824161828,2.1217098236,,59.203464508,159.31481934,160.54328918,0.6359951496,61.243656158,0.5939999819,0.621999979
1903.4544678,,13.203000069,-0.021,0.460039258,2.136906147,,52.741836548,158.28570557,159.31582642,0.6299983859,52.796649933,0.625,0.6320000291
1903.6069336,,13.26599884,-0.02,0.4470998347,2.1700284481,,47.650745392,148.07946777,149.19151306,0.6280007958,53.825401306,0.7760000229,0.7110000253
1903.7592773,,13.515999794,-0.008,0.4428745508,2.2148852348,,45.466999054,142.30462646,143.27488708,0.6290224195,53.578403473,1.4220000505,0.7950000167
1903.9117432,,13.796999931,0.0080000004,0.4394980371,2.2532052994,,44.218250275,142.0135498,142.98748779,0.6570560336,55.071048737,0.9369999766,0.8489999771
1904.0640869,,15.046999931,0.0149999997,0.4386839271,2.2671000957,,43.90329361,136.19110107,137.18618774,0.6920023561,53.017303467,0.6409999728,0.8489999771
1904.2165527,,16.172000885,-0.002,0.4411445856,2.2655751705,,42.22215271,135.85836792,136.80924988,0.6950032115,55.073448181,0.8379999995,0.8299999833
1904.3688965,,18.077999115,-0.006,0.4472415745,2.2496244907,,43.53370285,142.77879333,143.8830719,0.6969895959,54.01650238,0.8899999857,0.8349999785
1904.5213623,,14.397999763,-0.012,0.4669653177,2.2294845581,,45.241744995,145.03164673,145.96914673,0.6839967966,55.557910919,0.7749999762,0.8080000281
1904.6737061,,15.671998978,-0.007,0.4941267967,2.2015073299,,54.697715759,153.2897644,154.31266785,0.6820023656,48.049907684,0.7360000014,0.7390000224
1904.8260498,,15.430000305,-0.003,0.5108045936,2.1828091145,,60.754554749,157.05064392,158.1073761,0.6849983931,51.111553192,0.8679999709,0.6880000234
1904.9785156,,15.296998978,-0.001,0.507394135,2.1809210777,,63.597156525,156.60194397,157.68634033,0.6829920411,53.326202393,0.8180000186,0.6679999828
1905.1308594,,14.781000137,-0.004,0.4975024164,2.1894865036,,65.567207336,151.9165802,152.98394775,0.673004806,53.451702118,0.8309999704,0.6940000057
1905.2833252,,14.758001328,-0.007,0.4802615643,2.200066328,,68.199714661,147.01338196,148.12225342,0.6790136695,53.886745453,0.8439999819,0.7779999971
1905.4356689,,15.444999695,-0.009,0.4559723139,2.2153582573,,73.063407898,143.07803345,144.04656982,0.6960247755,52.956310272,1.317999959,0.8410000205
1905.5881348,,14.562999725,-0.007,0.4449892938,2.2316098213,,73.312850952,139.91777039,140.85560608,0.7270232439,56.264450073,0.9219999909,0.8429999948
1905.7404785,,14.843999863,-0.003,0.4571768939,2.2313091755,,73.25440979,143.43884277,144.53437805,0.7560063601,56.441734314,0.8550000191,0.82099998
1905.8929443,,15.390999794,-0.003,0.4676854908,2.2264683247,,76.001502991,142.98245239,143.94499207,0.7639951706,50.668796539,0.8679999709,0.8230000138
1906.0452881,,14.477000237,-0.004,0.4574846029,2.2148559093,,76.633110046,140.52166748,141.53849792,0.7579895854,50.181568146,0.8569999933,0.8330000043
