DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,NPHI,RHOB,PEF,GR,DTC,DTE,RDEP,SP,RSHA,RMED
1061.1396484,,17.940999985,-0.007000801,0.4897030592,1.9236092567,,38.940101624,144.76217651,143.60693359,1.1919928789,50.664806366,1.375,1.0820000172
1061.2921143,,17.952999115,-0.008,0.5059562922,1.9188269377,,39.8256073,144.64561462,143.53665161,1.1889872551,53.386768341,1.2760000229,1.074000001
1061.444458,,17.952999115,-0.007999199,0.4911571145,1.9072674513,,43.74571991,144.48840332,143.35609436,1.1849951744,47.41400528,1.3200000525,1.057000041
1061.5968018,,17.957000732,-0.007,0.4750859439,1.9010139704,,41.969600677,144.08111572,142.92750549,1.1829903126,49.907802582,1.3389999866,1.0629999638
1061.7492676,,17.968999863,-0.006002402,0.4825012088,1.9063082933,,42.202323914,144.34342957,143.27960205,1.1789976358,50.659202576,1.3519999981,1.0809999704
1061.9016113,,17.968999863,-0.009,0.4715334773,1.9107557535,,35.285953522,144.8346405,143.7137146,1.1779999733,51.653594971,1.3320000172,1.0930000544
1062.0540771,,17.968999863,-0.013001601,0.4758754671,1.9082067013,,37.347232819,145.42829895,144.29858398,1.1780023575,50.662403107,1.2810000181,1.0850000381
1062.2064209,,17.968999863,-0.015,0.4826911688,1.906398654,,38.698509216,145.95643616,144.91680908,1.1789976358,52.654193878,1.3470000029,1.07099998
1062.3588867,,17.965000153,-0.008994395,0.4966296852,1.9160100222,,43.07006073,145.76548767,144.56594849,1.1779928207,51.90599823,1.3430000544,1.0759999752
1062.5112305,,17.948999405,-0.002,0.5087048411,1.9277580976,,45.986713409,144.96810913,143.88284302,1.1749927998,51.914413452,1.3869999647,1.0850000381
1062.6636963,,17.959999084,-0.008998399,0.4897178411,1.9243947268,,40.461864471,144.47709656,143.39363098,1.1720048189,55.407600403,1.2730000019,1.074000001
1062.81604,,18.049999237,-0.007,0.4633952975,1.922939539,,37.492420197,143.93066406,142.70341492,1.174002409,55.890975952,1.2730000019,1.0549999475
1062.9685059,,18.13999939,-0.003995994,0.4326182306,1.9280264378,,34.344078064,143.87779236,142.75338745,1.1750047207,49.660804749,1.2990000248,1.0399999619
1063.1208496,,18.218999863,0.0009927943,0.4440118968,1.9371190071,,34.381904602,144.41604614,143.24317932,1.17700243,51.159202576,1.3289999962,1.0490000248
1063.2733154,,18.156000137,-0.008003205,0.4713859558,1.9327983856,,37.244438171,144.4072876,143.35037231,1.1780143976,52.151992798,1.3739999533,1.0700000525
1063.4256592,,18.062999725,-0.012001601,0.5063027143,1.9254976511,,34.946205139,144.27357483,143.14851379,1.1840215921,50.91960907,1.3760000467,1.0820000172
1063.5780029,,17.906000137,-0.014,0.5221368074,1.9272434711,,37.49729538,143.99206543,142.78326416,1.1930239201,55.1469841,1.4869999886,1.0839999914
1063.7304688,,17.952999115,-0.015002402,0.5430791974,1.9361841679,,36.38451004,143.33128357,142.25799561,1.2030215263,51.40039444,1.5329999924,1.0880000591
1063.8828125,,17.983999252,-0.017999999,0.5420551896,1.9470920563,,39.351287842,143.20414734,142.10272217,1.212007165,49.662006378,1.3289999962,1.0970000029
1064.0352783,,17.983999252,-0.015998399,0.5110951662,1.955634594,,42.380104065,142.91525269,141.77111816,1.214995265,52.154396057,1.4400000572,1.1069999933
1064.1876221,,17.937999725,-0.014,0.4925790429,1.9577121735,,43.964118958,142.36708069,141.26234436,1.2130072117,51.653594971,1.5160000324,1.1160000563
1064.3400879,,18.031000137,-0.012997598,0.4789431989,1.9572128057,,41.935493469,143.29354858,142.1441803,1.2160143852,50.653594971,1.4049999714,1.1100000143
1064.4924316,,17.968999863,-0.01,0.5079125166,1.9602172375,,41.148036957,144.01187134,142.9147644,1.2220168114,49.911407471,1.4160000086,1.1080000401
1064.6448975,,18.031000137,-0.009004002,0.5235803127,1.9609969854,,37.854709625,144.69813538,143.60769653,1.2290071249,52.15039444,1.5230000019,1.0829999447
1064.7972412,,18.062999725,-0.014,0.5364521742,1.9577115774,,41.17943573,145.1572113,143.9695282,1.2319999933,50.40599823,1.3860000372,1.0770000219
1064.949707,,18.125,-0.014995196,0.5142284036,1.9538158178,,37.632911682,145.43974304,144.34208679,1.2320071459,50.403594971,1.4809999466,1.0770000219
1065.1020508,,18.108999252,-0.009,0.5007638931,1.9598613977,,40.083293915,146.10879517,144.89526367,1.2350047827,49.654396057,1.4869999886,1.1089999676
1065.2545166,,18.108999252,-0.004002404,0.5057173967,1.9622029066,,36.749698639,146.31394958,145.2726593,1.2370120287,49.160003662,1.4789999723,1.1130000353
1065.4068604,,18.125,-0.007007206,0.5601952672,1.9514273405,,36.655899048,146.20469666,145.16383362,1.2420071363,50.408401489,1.6180000305,1.1130000353
1065.5593262,,18.108999252,-0.016000001,0.5417775512,1.9362841845,,36.621894836,146.21806335,145.05647278,1.2449903488,51.158401489,1.4880000353,1.0989999771
1065.7116699,,18.141000748,-0.015997598,0.5152818561,1.9310102463,,35.656600952,146.45202637,145.40211487,1.2419879436,51.910800934,1.5640000105,1.1030000448
1065.8640137,,18.141000748,-0.013,0.4676937759,1.9348194599,,35.842197418,147.68266296,146.48977661,1.2369855642,53.399990082,1.4529999495,1.0959999561
1066.0164795,,18.25,-0.003998399,0.4848923385,1.9339344501,,35.094100952,148.1242981,147.03448486,1.2309951782,50.909202576,1.4179999828,1.0850000381
1066.1688232,,18.343999863,-0.002,0.5003031492,1.9228693247,,35.132137299,148.23225403,147.11204529,1.2289975882,51.907802582,1.4830000401,1.0659999847
1066.3212891,,18.141000748,-0.002006405,0.5167493224,1.9101215601,,38.090999603,148.10371399,146.91268921,1.2280097008,52.651195526,1.4980000257,1.050999999
1066.4736328,,18.202999115,-0.01,0.5283312201,1.8964525461,,37.155021667,146.9680481,145.88700867,1.2320096493,51.15719986,1.3619999886,1.0460000038
1066.6260986,,18.031000137,-0.020004803,0.554774642,1.8869179487,,36.744598389,147.35061646,146.23144531,1.2360070944,51.662403107,1.4179999828,1.0520000458
1066.7784424,,17.733999252,-0.026000001,0.5355655551,1.8803055286,,35.062023163,146.9098053,145.71646118,1.2389928102,53.653594971,1.4630000591,1.0640000105
1066.9309082,,17.766000748,-0.019998398,0.5300455093,1.8861932755,,34.655597687,146.81245422,145.70751953,1.2359831333,52.659202576,1.5010000467,1.074000001
1067.083252,,18.297000885,-0.017999999,0.5023031235,1.8892223835,,34.527896881,146.8968811,145.7288208,1.2289831638,53.65039444,1.4390000105,1.0850000381
1067.2357178,,18.843999863,-0.015007211,0.493714869,1.8915548325,,33.561897278,146.74142456,145.61776733,1.2219928503,51.903594971,1.4650000334,1.0880000591
1067.3880615,,18.672000885,-0.024004804,0.4593289495,1.8851017952,,33.224906921,147.33604431,146.22434998,1.2189807892,51.160800934,1.371999979,1.0590000153
1067.5405273,,18.422000885,-0.030004807,0.4456327856,1.8797863722,,35.077022552,147.88575745,146.68293762,1.2109583616,52.652793884,1.3250000477,1.0279999971
1067.6928711,,18.312999725,-0.035999998,0.4723594189,1.8735028505,,39.451507568,147.9002533,146.831604,1.1979663372,51.659999847,1.4639999866,1.0019999743
1067.8452148,,18.281000137,-0.035999998,0.5215387344,1.8774731159,,43.64781189,146.99430847,145.80819702,1.1839591265,52.901790619,1.4329999685,1.006000042
1067.9976807,,18.25,-0.029999198,0.5448738337,1.8896610737,,40.236488342,146.52752686,145.47644043,1.1669664383,51.155197144,1.3259999752,1.0080000162
1068.1500244,,18.218999863,-0.028999999,0.5371720791,1.9018274546,,36.026042938,146.20640564,145.10346985,1.1529808044,50.909004211,1.2730000019,1.0099999905
1068.3024902,,18.218999863,-0.027003203,0.5147561431,1.9061721563,,33.974403381,146.22799683,145.04241943,1.1449879408,52.152793884,1.378000021,1.0080000162
1068.454834,,18.297000885,-0.030999999,0.4849859774,1.9007626772,,35.656749725,146.45637512,145.39653015,1.1399903297,51.160804749,1.3079999685,1.003000021
1068.6072998,,18.25,-0.030998398,0.4674756527,1.894988656,,35.963096619,146.56248474,145.48587036,1.1359928846,53.15599823,1.3680000305,1.0049999952
1068.7596436,,18.233999252,-0.028999999,0.4745141268,1.8870702982,,34.125900269,146.55227661,145.40084839,1.1329903603,53.151790619,1.307000041,1.0039999485
1068.9121094,,18.297000885,-0.023993595,0.4921574891,1.8830707073,,34.49879837,146.58299255,145.49876404,1.1289927959,51.407600403,1.2879999876,0.9959999919
1069.0644531,,18.266000748,-0.016000001,0.5030665994,1.8828976154,,34.133338928,147.89746094,146.66357422,1.125980854,51.906600952,1.2890000343,0.9860000014
1069.2169189,,18.25,-0.015996795,0.5113243461,1.8846504688,,37.604919434,148.06651306,146.94694519,1.1179776192,52.157600403,1.243999958,0.9800000191
1069.3692627,,18.233999252,-0.012,0.4953536689,1.8927247524,,41.002502441,147.64733887,146.60354614,1.1109935045,52.663204193,1.3200000525,0.9879999757
1069.5217285,,18.218999863,-0.011999199,0.4874335527,1.8951420784,,41.774589539,147.69734192,146.46697998,1.1090159416,54.902793884,1.2580000162,0.9829999804
1069.6740723,,18.25,-0.010999199,0.4709591568,1.8987591267,,39.777397156,147.08888245,146.02816772,1.1140255928,53.903594971,1.2339999676,0.9819999933
1069.826416,,18.187999725,-0.01,0.4823776782,1.903814435,,38.655021667,146.4331665,145.23983765,1.1220215559,53.152393341,1.2690000534,0.9829999804
1069.9788818,,18.25,-0.011004003,0.5044254065,1.9121917486,,38.249198914,146.31234741,145.2784729,1.1310321093,51.658401489,1.2400000095,0.996999979
1070.1312256,,18.312999725,-0.016000001,0.4986878335,1.9200860262,,37.999774933,146.13650513,145.00805664,1.1410120726,52.401790619,1.2970000505,1.0140000582
1070.2836914,,18.312999725,-0.020999199,0.495983094,1.9262331724,,37.901996613,145.38442993,144.23423767,1.1460127831,50.668006897,1.2619999647,1.0240000486
1070.4360352,,18.266000748,-0.02,0.4874093235,1.9337716103,,36.659152985,144.33700562,143.28363037,1.1500023603,54.398788452,1.2430000305,1.0279999971
1070.588501,,18.312999725,-0.011998399,0.4990022779,1.9408804178,,37.969100952,143.55389404,142.51152039,1.1509935856,51.401996613,1.2419999838,1.0279999971
1070.7408447,,18.312999725,-0.01,0.50184834,1.9402703047,,38.001804352,143.35456848,142.12263489,1.1489976645,50.159004211,1.2680000067,1.0260000229
1070.8933105,,18.358999252,-0.015006404,0.5122411847,1.9357819557,,38.740791321,143.51220703,142.41900635,1.1479967833,51.413204193,1.3370000124,1.0140000582
1071.0456543,,18.343999863,-0.023,0.4887610376,1.9310586452,,35.87537384,143.98564148,142.75007629,1.146997571,53.64938736,1.2200000286,1.0039999485
1071.1981201,,18.375,-0.020997597,0.5025208592,1.9316293001,,36.027095795,144.45391846,143.36135864,1.145980835,50.918819427,1.2350000143,0.9900000095
1071.3504639,,18.327999115,-0.017999999,0.5092696548,1.9319097996,,34.815803528,144.83200073,143.73822021,1.1399935484,54.89238739,1.2619999647,1.003000021
1071.5029297,,18.327999115,-0.013004808,0.5089204907,1.931393981,,35.684494019,145.36056519,144.2244873,1.1379967928,50.659202576,1.2649999857,0.996999979
1071.6552734,,18.297000885,-0.018997597,0.5029348731,1.925809741,,34.595302582,145.18095398,144.09542847,1.1369999647,51.657600403,1.199000001,1.0010000467
1071.8077393,,18.218999863,-0.015998399,0.4715786874,1.9261639118,,34.998397827,144.4797821,143.30587769,1.1369903088,52.156799316,1.1430000067,0.9980000257
1071.960083,,18.172000885,-0.013995998,0.4832440317,1.9296158552,,34.500202179,143.9041748,142.80882263,1.1339999437,52.408401489,1.246999979,1.0119999647
1072.1124268,,18.156000137,-0.009,0.4757660627,1.9395430088,,34.565101624,143.55010986,142.4281311,1.1339855194,53.151790619,1.2309999466,1.0190000534
1072.2648926,,18.125,-0.014006405,0.4833011627,1.9446977377,,35.441501617,143.23529053,142.10942078,1.1279968023,51.407600403,1.1679999828,1.0219999552
1072.4172363,,18.156000137,-0.022,0.4722782671,1.9454046488,,36.521759033,143.39305115,142.32925415,1.1270071268,51.90599823,1.2960000038,1.0069999695
1072.5697021,,18.156000137,-0.023997597,0.470133841,1.9433165789,,32.689601898,143.81950378,142.66886902,1.1299935579,51.90599823,1.2549999952,1.0
1072.7220459,,18.156000137,-0.021,0.4749564826,1.9407879114,,33.184505463,143.84317017,142.76522827,1.1279784441,51.916816711,1.2910000086,0.9929999709
1072.8745117,,18.156000137,-0.014995997,0.5080139041,1.9418150187,,31.739753723,144.08474731,142.95765686,1.1189935207,56.395591736,1.381000042,0.996999979
1073.0268555,,18.172000885,-0.01,0.5003992319,1.9441320896,,33.527618408,144.27357483,143.08729553,1.1169903278,53.152393341,1.2339999676,0.9940000176
1073.1793213,,18.156000137,-0.005,0.4869295955,1.9477375746,,32.134716034,144.1197052,143.08125305,1.1129903793,51.664012909,1.2589999437,0.9860000014
1073.331665,,18.327999115,-0.005,0.4554923475,1.9531786442,,35.165409088,144.6312561,143.54875183,1.1100000143,54.149593353,1.2640000582,0.9950000048
1073.4841309,,18.375,-0.006004808,0.4584257007,1.9576195478,,38.095802307,144.41860962,143.26559448,1.1100000143,52.158401489,1.2289999723,0.9900000095
1073.6364746,,18.406000137,-0.011999199,0.4619873464,1.9572627544,,38.651496887,144.41288757,143.31040955,1.1099967957,52.907600403,1.3350000381,0.9929999709
1073.7889404,,18.343999863,-0.011002404,0.4461945593,1.9506380558,,37.245292664,144.43060303,143.20254517,1.1090064049,53.404396057,1.2660000324,0.9980000257
1073.9412842,,18.406000137,-0.013994396,0.449049145,1.9339715242,,35.786102295,144.53533936,143.42480469,1.1110063791,52.901195526,1.2920000553,0.9940000176
1074.0936279,,18.391000748,-0.007,0.4604731202,1.9203910828,,37.371170044,144.61901855,143.56187439,1.1130168438,51.40599823,1.2879999876,0.9929999709
1074.2460938,,18.375,-0.009001601,0.4768392742,1.9080338478,,35.770690918,145.42829895,144.25061035,1.1200448275,51.406799316,1.3539999723,0.9879999757
1074.3984375,,18.312999725,-0.011,0.4759460688,1.9069492817,,32.553985596,146.07292175,145.0275116,1.134024024,51.656600952,1.256000042,0.9950000048
1074.5509033,,18.327999115,-0.015001601,0.4835084379,1.9120873213,,28.813899994,146.99267578,145.7646637,1.1440353394,51.902793884,1.2849999666,1.0049999952
1074.7032471,,18.141000748,-0.017000001,0.4940644205,1.9212878942,,29.097040176,146.52755737,145.46801758,1.1550191641,50.908401489,1.2519999743,1.0199999809
1074.8557129,,18.25,-0.023005605,0.4995995462,1.9218066931,,30.364654541,146.08982849,144.97039795,1.1630159616,51.904396057,1.1859999895,1.0349999666
1075.0080566,,18.108999252,-0.029999999,0.4740478992,1.9186507463,,32.117038727,144.91917419,143.75738525,1.168012023,51.406600952,1.3450000286,1.0420000553
1075.1605225,,18.187999725,-0.036992796,0.4714716673,1.9154286385,,28.816749573,144.07307434,142.94770813,1.1730191708,51.651996613,1.317999959,1.0460000038
1075.3128662,,18.187999725,-0.028000001,0.4974713624,1.9252893925,,29.981595993,144.18920898,143.05458069,1.1790047884,50.41381073,1.2319999933,1.0369999409
1075.465332,,18.031000137,-0.018998398,0.5241228938,1.9377082586,,28.998874664,144.4163208,143.2440033,1.1810096502,53.654396057,1.1720000505,1.0360000134
1075.6176758,,18.187999725,-0.017004805,0.5321367979,1.9417552948,,33.625,145.60565186,144.48924255,1.183993578,53.149593353,1.1349999905,1.0329999924
1075.7701416,,18.266000748,-0.023003206,0.5031887889,1.9347344637,,33.622596741,146.6947937,145.52772522,1.181984067,51.157600403,1.1529999971,1.0349999666
1075.9224854,,18.5,-0.026991995,0.4837681353,1.9252223969,,32.865444183,146.74275208,145.68379211,1.1769776344,51.660800934,1.1460000277,1.0390000343
1076.0748291,,18.562999725,-0.017000001,0.48147735,1.9289466143,,29.892051697,146.17172241,145.11778259,1.1699639559,53.151790619,1.246999979,1.0399999619
1076.2272949,,18.733999252,-0.005997598,0.4906651378,1.9357924461,,30.332054138,145.91691589,144.70492554,1.154961586,51.414806366,1.0959999561,1.0410000086
1076.3796387,,18.843999863,-0.003,0.5095558763,1.9327878952,,31.606319427,146.63369751,145.52458191,1.1429831982,54.152992249,1.1419999599,1.0240000486
1076.5321045,,18.983999252,-0.01201121,0.5168277621,1.9117267132,,36.722003937,147.25340271,146.02584839,1.1359840631,52.898792267,1.2280000448,1.003000021
1076.6844482,,19.281000137,-0.026000001,0.5140980482,1.887024641,,37.657951355,146.98124695,145.95625305,1.1309880018,50.661407471,1.1970000267,0.9829999804
1076.8369141,,19.547000885,-0.033997599,0.4992034733,1.8693187237,,38.457695007,146.3631134,145.23162842,1.1259744167,52.901996613,1.1540000439,0.9679999948
1076.9892578,,19.827999115,-0.030999999,0.4785836339,1.8660930395,,34.935817719,145.53872681,144.3119812,1.1179952621,51.655395508,1.1039999723,0.9720000029
1077.1417236,,19.922000885,-0.025992794,0.4706480503,1.8702664375,,34.020141602,144.96554565,143.91265869,1.1159904003,51.405197144,1.0789999962,0.9829999804
1077.2940674,,20.0,-0.017000001,0.4806931317,1.8853628635,,30.642202377,145.79478455,144.69766235,1.113019228,51.158401489,1.0829999447,1.0049999952
1077.4465332,,20.172000885,-0.011996797,0.497073859,1.9008556604,,31.149061203,147.64552307,146.43075562,1.1210641861,52.151992798,1.0690000057,1.0080000162
1077.598877,,20.28099823,-0.008,0.5181927085,1.9102287292,,33.672115326,149.07250977,148.01925659,1.1410640478,50.909202576,1.0779999495,1.0099999905
1077.7513428,,20.25,-0.010002404,0.5091087818,1.9061744213,,38.68819809,151.33059692,150.14709473,1.1610673666,51.901191711,1.0620000362,0.996999979
1077.9036865,,20.218999863,-0.013001601,0.5207961202,1.9011912346,,38.74779892,151.14598083,150.04966736,1.182035327,50.416404724,1.0930000544,0.9990000129
1078.0561523,,20.108999252,-0.015001602,0.503485322,1.9105235338,,38.066303253,149.20245361,148.06759644,1.1930096149,53.647983551,1.1590000391,1.0149999857
1078.2084961,,19.983999252,-0.016993595,0.5005801916,1.9323354959,,39.08449173,146.93759155,145.73834229,1.1960064173,51.154396057,1.3300000429,1.0310000181
1078.3608398,,19.672000885,-0.009,0.4758102596,1.9631421566,,36.121768951,144.80310059,143.74613953,1.1979951859,50.654193878,1.2139999866,1.0659999847
1078.5133057,,18.812999725,-0.005997598,0.4761160016,1.9801239967,,34.781700134,144.12522888,142.92669678,1.1959967613,49.909999847,1.3350000381,1.0930000544
1078.6656494,,18.422000885,-0.003,0.4711461067,1.9759896994,,35.017578125,146.18457031,145.16146851,1.1949952841,51.152992249,1.317999959,1.1059999466
1078.8181152,,18.187999725,-0.007003203,0.4913058579,1.949759841,,42.310295105,149.53790283,148.48838806,1.1929775476,49.90599823,1.2250000238,1.0789999962
1078.970459,,18.218999863,-0.011,0.5235888958,1.9197952747,,41.46389389,151.72489929,150.57710266,1.1859711409,49.903594971,1.2539999485,1.050999999
1079.1229248,,18.843999863,-0.011000801,0.5471613407,1.9015450478,,39.336593628,151.9407196,150.86868286,1.1739616394,48.913204193,1.192999959,1.0219999552
1079.2752686,,18.562999725,-0.012,0.548861742,1.8955488205,,37.029045105,150.9163208,149.78196716,1.1619590521,51.152393341,1.2410000563,1.0089999437
1079.4277344,,18.468999863,-0.012,0.5510097742,1.8959804773,,36.212493896,150.42411804,149.28300476,1.144939065,49.663208008,1.2170000076,0.9980000257
1079.5800781,,18.516000748,-0.012,0.5571148992,1.8957121372,,34.179042816,151.14775085,150.07725525,1.1259776354,51.905197144,1.2799999714,0.9950000048
1079.7325439,,18.562999725,-0.009998397,0.5506734848,1.8948903084,,31.405673981,153.96133423,152.74478149,1.118974328,51.657600403,1.1809999943,0.9990000129
1079.8848877,,18.625,-0.008004804,0.5216729045,1.8942724466,,35.970302582,155.05490112,154.01271057,1.1109839678,52.156799316,1.1130000353,1.0
1080.0373535,,18.375,-0.014007212,0.5003362894,1.8885984421,,36.373298645,154.14399719,153.04759216,1.1060159206,52.399589539,1.2359999418,1.0
1080.1896973,,18.766000748,-0.02301201,0.4855351746,1.8801059723,,35.844303131,153.50761414,152.28927612,1.1110031605,50.406799316,1.2450000048,0.9919999838
1080.342041,,18.781000137,-0.037999999,0.4670326412,1.8706011772,,35.944232941,151.36088562,150.32624817,1.1120120287,50.660205841,1.2389999628,0.9980000257
1080.4945068,,18.906000137,-0.037993595,0.4579023719,1.8785949945,,38.538806915,149.44770813,148.31381226,1.1170288324,52.395591736,1.1740000248,1.0089999437
1080.6468506,,19.062999725,-0.029999999,0.4733378589,1.9034643173,,40.96472168,149.75595093,148.64065552,1.1260192394,49.15719986,1.3120000362,1.0210000277
1080.7993164,,19.625,-0.014993595,0.5080753565,1.9305739403,,39.190200806,150.55734253,149.4393158,1.1340255737,49.658401489,1.253000021,1.0379999876
1080.9516602,,19.608999252,-0.007,0.5147691965,1.9454418421,,39.874473572,150.02050781,148.79579163,1.1420191526,50.403594971,1.2970000505,1.0310000181
1081.104126,,19.406000137,-0.006003202,0.5136745572,1.9486098289,,39.651996613,150.01979065,148.97981262,1.1500191689,49.412403107,1.3109999895,1.0440000296
1081.2564697,,19.156000137,-0.01,0.4694928825,1.9481139183,,38.397884369,149.88084412,148.69883728,1.1560120583,51.408401489,1.375,1.0460000038
1081.4089355,,19.093999863,-0.014005605,0.4606036246,1.9411945343,,35.034801483,148.50817871,147.41717529,1.1610352993,52.39799118,1.2940000296,1.0529999733
1081.5612793,,18.937999725,-0.021,0.4566576779,1.9256980419,,36.221252441,147.67341614,146.56959534,1.1720120907,49.9047966,1.2400000095,1.0499999523
1081.7137451,,19.672000885,-0.025002405,0.5037100315,1.910127759,,37.163311005,146.9564209,145.77867126,1.1770256758,49.417217255,1.2230000496,1.0440000296
1081.8660889,,19.233999252,-0.027995998,0.5349007249,1.9036935568,,39.43289566,147.39431763,146.30761719,1.1850095987,52.891586304,1.1549999714,1.0290000439
1082.0185547,,19.202999115,-0.022993591,0.5482493639,1.9115468264,,37.838092804,148.66876221,147.6083374,1.1879839897,48.410003662,1.1950000525,1.0319999456
1082.1708984,,19.327999115,-0.014995997,0.5416293144,1.9261014462,,36.006404877,150.60232544,149.39849854,1.1829999685,49.657600403,1.2380000353,1.0440000296
1082.3232422,,19.5,-0.01,0.5282163024,1.9374713898,,38.008037567,151.66151428,150.57978821,1.182992816,50.152992249,1.2410000563,1.0640000105
1082.475708,,19.031000137,-0.009004002,0.4985631108,1.9387975931,,41.351005554,152.60694885,151.41064453,1.1799839735,48.901996613,1.2840000391,1.057000041
1082.6280518,,18.718999863,-0.014,0.4649987817,1.926273942,,43.526042938,153.42088318,152.32351685,1.1749902964,47.6704216,1.1740000248,1.0479999781
1082.7805176,,19.5,-0.017999999,0.4634946287,1.9122984409,,41.460895538,153.88235474,152.79251099,1.1709647179,53.641586304,1.1119999886,1.0340000391
1082.9328613,,19.0,-0.017999999,0.4817811251,1.9051442146,,38.937847137,153.15869141,151.95628357,1.1599807739,49.159004211,1.0080000162,1.0260000229
1083.0853271,,18.891000748,-0.014999199,0.5206490755,1.9074488878,,38.877605438,152.30990601,151.18141174,1.1519678831,50.412406921,1.2059999704,1.0140000582
1083.2376709,,19.047000885,-0.014,0.5319927931,1.9079488516,,39.690101624,151.39331055,150.21983337,1.1419734955,52.399589539,1.19599998,1.0010000467
1083.3901367,,19.031000137,-0.014000801,0.5478646159,1.9085173607,,40.563598633,150.97053528,149.93534851,1.1309711933,50.41500473,1.2050000429,1.0
1083.5424805,,19.202999115,-0.015,0.5286434889,1.9098832607,,40.75390625,152.07093811,151.01329041,1.1219952106,52.644779205,1.1440000534,1.0039999485
1083.6949463,,19.297000885,-0.014004003,0.5080476403,1.9116789103,,42.377304077,152.40055847,151.19346619,1.1200191975,49.154998779,1.1380000114,1.0080000162
1083.84729,,19.0,-0.018999999,0.4816862047,1.9030840397,,43.106109619,153.31568909,152.19396973,1.1260288954,48.910804749,1.0319999456,0.9950000048
1083.9997559,,18.906000137,-0.023001602,0.5019240379,1.8929570913,,46.871295929,151.73728943,150.62153625,1.1350128651,50.399993896,1.0490000248,0.9860000014
1084.1520996,,18.891000748,-0.025,0.5106657147,1.8861587048,,45.718902588,151.19847107,149.98538208,1.1390064955,48.907600403,1.1349999905,0.9800000191
1084.3045654,,18.875,-0.024998398,0.5177374482,1.8870714903,,45.674175262,152.19973755,151.13294983,1.1409808397,49.40599823,1.1809999943,0.9919999838
1084.4569092,,18.937999725,-0.022994395,0.4911937118,1.8914278746,,41.367893219,152.45509338,151.31761169,1.1349743605,49.406799316,1.2189999819,1.0119999647
1084.6092529,,19.125,-0.016000001,0.4833426476,1.8997187614,,39.162532806,151.92469788,150.8225708,1.1269735098,49.655197144,1.1950000525,1.0219999552
1084.7617188,,18.406000137,-0.015000801,0.4866572022,1.8954771757,,41.879402161,153.15048218,152.10018921,1.1159552336,49.411605835,1.1260000467,1.0199999809
1084.9140625,,18.281000137,-0.016000001,0.495611459,1.8776868582,,43.250225067,154.55186462,153.41905212,1.1019519567,51.148792267,1.1150000095,0.9909999967
1085.0665283,,18.266000748,-0.026003202,0.4974395335,1.8500087261,,43.326087952,154.6763916,153.5710144,1.0819263458,48.904396057,1.256000042,0.9700000286
1085.2188721,,18.297000885,-0.029999999,0.4844032824,1.8338335752,,37.748649597,155.96829224,154.84242249,1.0589447021,48.413208008,1.2039999962,0.9509999752
1085.3713379,,18.358999252,-0.029999999,0.4885248542,1.8284827471,,37.186397552,156.82705688,155.76913452,1.0359327793,50.645988464,1.1330000162,0.9380000234
1085.5236816,,18.297000885,-0.029999999,0.4821243882,1.8270874023,,36.690177917,155.91514587,154.80213928,1.0149614811,48.152793884,1.2380000353,0.9190000296
1085.6761475,,18.187999725,-0.030999199,0.5001029968,1.8241218328,,37.584583282,156.2540741,155.09162903,0.9989679456,47.159999847,1.1909999847,0.9169999957
1085.8284912,,18.343999863,-0.029999999,0.508223474,1.8238102198,,34.659702301,155.55232239,154.44876099,0.9889872074,48.160003662,1.1779999733,0.9190000296
1085.980957,,18.202999115,-0.023998398,0.5250326991,1.8280594349,,35.815502167,156.01313782,154.93103027,0.9850096107,49.412002563,1.05400002,0.925999999
1086.1333008,,18.437999725,-0.022004006,0.5392089486,1.8322218657,,36.603610992,156.27067566,155.05847168,0.9880384207,50.897983551,1.1519999504,0.9279999733
1086.2857666,,18.625,-0.027008006,0.537850678,1.8315293789,,39.591796875,155.48074341,154.3941803,1.0000385046,48.417007446,1.1940000057,0.9190000296
1086.4381104,,18.702999115,-0.031995997,0.5444853306,1.8333628178,,38.907501221,154.00813293,152.82131958,1.0119967461,51.151191711,1.253000021,0.9060000181
1086.5904541,,19.0,-0.026991194,0.5261443853,1.8507862091,,39.376354218,152.19380188,151.12310791,1.0109832287,49.667205811,1.6970000267,0.9440000057
1086.7429199,,19.266000748,-0.015995193,0.4816503823,1.8809657097,,39.950008392,151.33059692,150.29351807,1.0040159225,53.147983551,1.324000001,1.0449999571
1086.8952637,,19.562999725,-0.010004003,0.444699198,1.9023017883,,43.696414948,151.3205719,150.14768982,1.0090143681,50.646389008,1.1909999847,1.0859999657
1087.0477295,,19.672000885,-0.015008013,0.4437274635,1.8957154751,,47.188899994,151.22312927,150.13796997,1.0150544643,47.660003662,1.1239999533,1.0010000467
1087.2000732,,19.75,-0.025005605,0.4904655814,1.8761302233,,47.477340698,151.3205719,150.13446045,1.0320264101,48.901195526,1.1849999428,0.9399999976
1087.3525391,,20.65599823,-0.031994391,0.5098878741,1.8646639585,,50.933795929,151.21147156,150.13096619,1.0429967642,47.409202576,1.2539999485,0.9369999766
1087.5048828,,19.952999115,-0.024993591,0.494666487,1.8676762581,,49.623348236,151.18972778,150.09936523,1.0419976711,48.407600403,1.2829999924,0.9480000138
1087.6573486,,19.781000137,-0.016996799,0.4652645588,1.87325418,,48.931293488,150.91488647,149.78063965,1.0410032272,48.90599823,1.2660000324,0.9599999785
