DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,SGR,NPHI,RHOB,PEF,GR,DTC,DTE,RDEP,SP,RSHA,RMED
1427.7694092,,23.047000885,,,,2.2695455551,,30.38769722,157.83148193,176.80873108,1.0000239611,63.036998749,0.5175887942,0.8889591694
1427.9217529,,23.483999252,,,,2.2692682743,,29.013946533,157.88973999,176.9017334,1.0100336075,63.255653381,0.422228545,0.8719455004
1428.0742188,,22.766000748,,,,2.2689681053,,27.731035233,157.8914032,176.99467468,1.0309735537,62.318000793,0.3601984084,0.8380072117
1428.2265625,,23.187999725,,,,2.2687454224,,26.501251221,158.06983948,177.08763123,1.0199807882,62.505695343,0.3839422762,0.8410481215
1428.3790283,,24.341999054,,,,2.2684681416,,27.284902573,158.12818909,177.1806488,1.007896781,64.412002563,0.5545892715,0.8710816503
1428.5313721,,24.266000748,,,,2.268168211,,28.908704758,158.21615601,177.27363586,0.9649967551,60.228351593,0.6038821936,0.9049679041
1428.6838379,,24.047000885,,,,2.267945528,,30.594713211,158.24739075,177.36657715,0.9630144238,64.099998474,0.6010072231,0.8848919272
1428.8361816,,24.327999115,,,,2.2709896564,,30.892879486,157.32287598,176.33973694,0.9690368176,57.542251587,0.6678389311,0.8399487138
1428.9886475,,25.452999115,,,,2.2851889133,,32.061607361,153.00102234,171.48861694,0.9919783473,61.849998474,0.7747429609,0.8079783916
1429.1409912,,27.171998978,,,,2.2983691692,,31.485378265,149.04632568,166.98364258,0.9829919934,62.599403381,0.7720072269,0.7990240455
1429.293457,,27.577999115,,,,2.2964642048,,32.340511322,149.6139679,167.60610962,0.9779567719,62.536998749,0.5734779835,0.8139663935
1429.4458008,,25.422000885,,,,2.2883799076,,30.890199661,151.95277405,170.30198669,0.9600015879,62.661998749,0.5660111904,0.7999615669
1429.5981445,,21.047000885,,,,2.2843160629,,30.392425537,153.16854858,171.67823792,0.9609808326,62.756000519,0.512129724,0.7759936452
1429.7506104,,22.625,,,,2.2928147316,,31.284355164,150.7797699,168.88317871,0.9489839673,62.881000519,0.6585295796,0.7720640898
1429.9029541,,24.297000885,,,,2.3147337437,,33.3722229,144.40138245,161.8243103,0.9389935732,62.881000519,0.5861756206,0.8120800853
1430.0554199,,24.297000885,,,,2.3311393261,,31.633682251,139.79780579,156.61807251,0.9350240231,63.006000519,0.5969647765,0.8619735837
1430.2077637,,22.077999115,,,,2.3277342319,,28.591970444,140.68499756,157.66203308,0.9450576901,63.536151886,0.6009904146,0.8509118557
1430.3602295,,21.608999252,,,,2.3101158142,,27.333442688,145.61982727,163.25596619,0.9810552597,63.068000793,0.5830432177,0.795968771
1430.5125732,,22.483999252,,,,2.2905919552,,29.598306656,151.43125916,169.64479065,1.0040143728,63.068000793,0.4553076923,0.7830304503
1430.6650391,,23.343999863,,,,2.2870500088,,32.281677246,152.39422607,170.77153015,1.0129616261,63.006000519,0.4500119984,0.802069664
1430.8173828,,22.781000137,,,,2.299195528,,32.566104889,148.69467163,166.72288513,0.9970064163,64.005195618,0.78818506,0.8310079575
1430.9698486,,20.781000137,,,,2.3137483597,,34.499401093,144.59524536,162.02043152,1.0010480881,60.911998749,0.7600696683,0.8360096216
1431.1221924,,20.483999252,,,,2.3189311028,,34.248847961,143.15115356,160.36605835,1.0210753679,63.160198212,0.6871754527,0.8400384188
1431.2746582,,20.406000137,,,,2.3081424236,,33.535053253,146.21060181,163.8359375,1.0680551529,63.099994659,0.6420721412,0.8641152978
1431.427002,,19.827999115,,,,2.294526577,,35.217750549,150.10498047,168.25439453,1.0910447836,63.193000793,0.5651233792,0.9120672941
1431.5794678,,18.547000885,,,,2.2897231579,,34.443477631,151.61921692,169.83227539,1.1190719604,62.568000793,0.8066124916,0.9539663792
1431.7318115,,18.625,,,,2.2953023911,,36.713142395,149.96713257,167.98338318,1.1489920616,63.068000793,0.7780464888,0.9400112033
1431.8841553,,18.608999252,,,,2.302965641,,33.06470108,147.67662048,165.46809387,1.1439615488,62.693000793,0.5754875541,0.9470689297
1432.0366211,,18.468999863,,,,2.2995247841,,34.125598907,148.63270569,166.59883118,1.1199231148,62.568000793,0.5580544472,0.9901129007
1432.1889648,,18.468999863,,,,2.290430069,,34.378253937,151.36752319,169.60087585,1.0879007578,63.067199707,1.1176502705,1.0369133949
1432.3414307,,18.593999863,,,,2.2837188244,,36.405921936,153.42947388,171.8843689,1.0259711742,62.974998474,0.64314574,0.9827910066
1432.4937744,,19.202999115,,,,2.2779197693,,36.374500275,155.12220764,173.88691711,1.0139679909,63.005950928,0.5791514516,0.8959038854
1432.6462402,,21.687999725,,,,2.2727367878,,36.064350128,156.79493713,175.68977356,0.9939255714,62.756000519,0.5720168352,0.8359832168
1432.798584,,23.531000137,,,,2.269977808,,36.624149323,157.72290039,176.64622498,0.9629310966,64.191848755,0.4223605692,0.8289920092
1432.9510498,,23.687999725,,,,2.2694227695,,36.081653595,157.79754639,176.84635925,0.9199447632,63.599994659,0.3920720518,0.8239711523
1433.1033936,,23.516000748,,,,2.2693226337,,30.944286346,157.8585968,176.88142395,0.8969583511,60.633377075,0.5336586237,0.811983943
1433.2558594,,19.983999252,,,,2.2692227364,,25.510557175,157.88973999,176.91342163,0.8709567785,59.349998474,0.5180256367,0.8020504117
1433.4082031,,22.218999863,,,,2.269122839,,23.256334305,157.88575745,176.94535828,0.8529935479,60.756000519,0.5838941932,0.8230528831
1433.5606689,,24.327999115,,,,2.2690227032,,27.208442688,157.98184204,176.97732544,0.8490167856,63.193000793,0.6349183321,0.85592556
1433.7130127,,24.547002792,,,,2.2689228058,,29.468399048,157.91853333,177.00932312,0.8560368419,63.442996979,0.5191859007,0.8249422908
1433.8653564,,25.73400116,,,,2.2688229084,,29.092147827,157.97776794,177.04130554,0.8790448904,63.286998749,0.5369567871,0.7889662981
1434.0178223,,27.547000885,,,,2.2687227726,,27.939350128,158.00894165,177.07331848,0.9070384502,63.474998474,0.5340095758,0.7680384517
1434.170166,,27.937999725,,,,2.2686998844,,28.50551033,158.00495911,177.10523987,0.9230064154,63.567855835,0.6257786751,0.7840625048
1434.3226318,,27.702999115,,,,2.2686226368,,31.937999725,158.10110474,177.13723755,0.9270023704,63.411994934,0.6409639716,0.823036015
1434.4749756,,21.468999863,,,,2.2685227394,,31.935344696,158.12989807,177.16921997,0.9280688763,63.911193848,0.5821418166,0.8379855752
1434.6274414,,22.937999725,,,,2.268422842,,30.285503387,158.12989807,177.20121765,0.9710720778,63.850002289,0.486230582,0.8289231062
1434.7797852,,24.047000885,,,,2.2683227062,,32.157253265,158.12411499,177.23321533,1.001032114,64.036849976,0.3872379661,0.7970448732
1434.932251,,21.218999863,,,,2.2682228088,,32.937400818,158.22029114,177.26524353,1.0209832191,63.506000519,0.4578294754,0.8250888586
1435.0845947,,20.266000748,,,,2.268122673,,32.68239212,158.24328613,177.29722595,1.0140112638,63.287174225,0.5467860699,0.8620111942
1435.2370605,,21.468999863,,,,2.2680227757,,29.18548584,158.24739075,177.32922363,1.0210120678,63.474998474,0.6668077111,0.8688919544
1435.3894043,,21.218999863,,,,2.2679226398,,28.143253326,158.33531189,177.36112976,1.0260592699,63.099994659,0.4126124978,0.823964715
1435.5418701,,20.358999252,,,,2.2678227425,,29.550304413,158.36663818,177.39311218,1.0630215406,63.286998749,0.3760576844,0.8020720482
1435.6942139,,20.577999115,,,,2.2678000927,,30.923402786,158.36837769,177.42512512,1.0719776154,62.661998749,0.5836666822,0.8320512772
1435.8465576,,20.687999725,,,,2.2677228451,,31.797050476,158.27050781,177.45710754,1.0580079556,62.286998749,0.6528342366,0.8640416861
1435.9990234,,21.547000885,,,,2.2676227093,,31.825860977,158.33959961,177.48907471,1.0630264282,63.286998749,0.5622912049,0.8900071979
1436.1513672,,21.391002655,,,,2.2675225735,,30.941656113,158.45462036,177.52111816,1.0739935637,63.161998749,0.5210986733,0.8930208683
1436.303833,,21.422000885,,,,2.2674229145,,33.221103668,158.4858551,177.55307007,1.0699856281,63.537002563,0.4811280072,0.9060720801
1436.4561768,,21.312999725,,,,2.2673225403,,34.090522766,158.38948059,177.58503723,1.0639984608,63.94234848,0.5119254589,0.9359887838
1436.6086426,,21.312999725,,,,2.2672226429,,31.911567688,158.45884705,177.61705017,1.0629807711,64.005996704,0.5948006511,0.9288919568
1436.7609863,,20.952999115,,,,2.2671227455,,27.575719833,158.57380676,177.64904785,1.0550079346,63.818149567,0.5860216618,0.8839503527
1436.9134521,,21.531000137,,,,2.2670226097,,26.157012939,158.60513306,177.68104553,1.0600264072,63.568004608,0.4942209721,0.8529711366
1437.0657959,,22.625,,,,2.2669227123,,26.57932663,158.50869751,177.71302795,1.070991993,63.692901611,0.4580865502,0.8410160542
1437.2182617,,22.672000885,,,,2.2669000626,,27.402997971,158.67047119,177.74499512,1.065959096,64.193000793,0.4510112107,0.8510744572
1437.3706055,,21.875,,,,2.2668223381,,26.15785408,158.62786865,177.77696228,1.0490080118,63.474998474,0.4400264323,0.8820625544
1437.5230713,,21.156000137,,,,2.2667224407,,27.316452026,158.69740295,177.80895996,1.054009676,64.193000793,0.6396794915,0.9210264087
1437.675415,,20.718999863,,,,2.2666225433,,28.754156113,158.72610474,177.84094238,1.0580047369,65.068000793,0.5042179823,0.9319983721
1437.8277588,,20.093999863,,,,2.266522646,,31.347251892,158.71998596,177.87294006,1.0609887838,61.381000519,0.4411513209,0.9309743643
1437.9802246,,19.829000473,,,,2.2664227486,,33.377403259,158.72431946,177.90486145,1.0539391041,66.287002563,0.4809359014,0.9149631858
1438.1325684,,21.327999115,,,,2.2663226128,,34.873298645,158.81216431,177.93684387,1.0159391165,59.724998474,0.5328751206,0.8919631839
1438.2850342,,20.391000748,,,,2.2662227154,,33.811347961,158.75132751,177.96885681,0.977963984,62.318000793,0.5479519963,0.8689519763
1438.4373779,,21.766002655,,,,2.2661225796,,33.119617462,158.81216431,178.00083923,0.9629615545,63.566005707,0.4332766533,0.8489743471
1438.5898438,,22.327999115,,,,2.2660226822,,29.761720657,158.93577576,178.03283691,0.9389951825,63.381000519,0.4958486855,0.8329687715
1438.7421875,,23.125,,,,2.2660000324,,27.983272552,158.86624146,178.06483459,0.9370064139,63.817649841,0.6895336509,0.8199518919
1438.8946533,,22.483999252,,,,2.2659225464,,27.536369324,158.84358215,178.09677124,0.9410071969,63.818000793,0.3687734306,0.7899543643
1439.0469971,,22.218999863,,,,2.265822649,,29.771484375,159.02346802,178.1287384,0.9439951777,63.725078583,0.3410649002,0.7710176706
1439.1994629,,22.672000885,,,,2.2657227516,,33.184059143,158.98977661,178.16075134,0.9409543276,63.725002289,0.3469903767,0.7821008563
1439.3518066,,23.125,,,,2.2656226158,,31.543645859,158.95832825,178.19273376,0.9219727516,63.599994659,0.4078534842,0.8240689039
1439.5042725,,23.187999725,,,,2.2655227184,,29.450971603,159.05509949,178.2247467,0.9050384164,63.661998749,0.578725934,0.8669759631
1439.6566162,,21.03099823,,,,2.2654225826,,28.61207962,159.08389282,178.25666809,0.9210640788,63.568004608,0.5180977583,0.8569518924
1439.809082,,22.0,,,,2.2653226852,,30.530511856,159.16981506,178.28875732,0.9610432386,64.443000793,0.4191585183,0.8269279599
1439.9614258,,21.641000748,,,,2.2652225494,,30.332281113,159.10903931,178.32066345,0.979033649,63.630996704,0.4020272493,0.797007978
1440.1137695,,21.672000885,,,,2.2651998997,,32.998699188,159.16972351,178.35263062,0.999995172,58.693000793,0.4708342552,0.8020753264
1440.2662354,,22.047000885,,,,2.2664372921,,32.199184418,158.74012756,177.90156555,0.9970144033,64.255996704,0.7261807919,0.8490456343
1440.4185791,,23.077999115,,,,2.2718260288,,36.84009552,157.12661743,176.01460266,1.003008008,65.56590271,0.6072886586,0.8680127859
1440.5710449,,23.125,,,,2.2750015259,,34.412078857,156.05180359,174.89981079,1.0081032515,59.099998474,0.5351729393,0.8759711385
1440.7233887,,21.327999115,,,,2.2739534378,,36.935997009,156.41253662,175.24002075,1.051027298,64.559249878,0.5140504837,0.8640304804
1440.8758545,,20.59400177,,,,2.2785272598,,35.689876556,155.01023865,173.69143677,1.0680119991,64.443000793,0.6696253419,0.8830600381
1441.0281982,,20.406000137,,,,2.2939956188,,36.46484375,150.31040955,168.49157715,1.0729919672,64.537002563,0.7019230723,0.9080400467
1441.1806641,,20.233997345,,,,2.3075358868,,33.877929688,146.3918457,164.01678467,1.0680047274,64.349998474,0.6630625129,0.932954371
1441.3330078,,19.297000885,,,,2.3027222157,,35.08896637,147.72944641,165.60179138,1.0699776411,64.037002563,0.6949231029,0.9140048027
1441.4854736,,19.891000748,,,,2.2828519344,,31.953186035,153.79733276,172.31886292,1.0559639931,64.755996704,0.7199599743,0.9169615507
1441.6378174,,20.766000748,,,,2.2599112988,,32.023662567,161.01325989,180.37695313,1.0409679413,63.725002289,0.5444227457,0.9009904265
1441.7902832,,22.937999725,,,,2.2475788593,,27.458328247,164.86650085,184.81811523,1.020903945,63.756004333,0.6787836552,0.8949327469
1441.942627,,23.125,,,,2.249676466,,29.673101425,164.22926331,184.02102661,0.9809871912,65.755996704,0.6091122031,0.8669646978
1442.0949707,,23.108999252,,,,2.2539930344,,30.36353302,162.73905945,182.42822266,0.9729967713,63.006000519,0.6040119529,0.8449695706
1442.2474365,,21.531000137,,,,2.2534306049,,33.186199188,163.06617737,182.61750793,0.9710192084,60.536998749,0.4554768205,0.8259687424
1442.3997803,,21.047000885,,,,2.2525360584,,32.438251495,163.24882507,182.95651245,0.9789967537,59.756000519,0.3961419463,0.8129968047
1442.5522461,,21.547000885,,,,2.2542562485,,32.593402863,162.70172119,182.31144714,0.9770144224,64.693000793,0.4378655851,0.8110288382
1442.7045898,,22.625,,,,2.2589755058,,32.345005035,161.15168762,180.60046387,0.9829711318,62.010299683,0.633528471,0.8230432868
1442.8570557,,23.125,,,,2.2637577057,,32.967498779,159.64448547,178.86889648,0.9650167823,61.631000519,0.610057652,0.8500865102
1443.0093994,,22.687999725,,,,2.2624030113,,32.343448639,160.05302429,179.36993408,0.9720208645,63.661998749,0.5441586971,0.8860095739
1443.1618652,,22.202999115,,,,2.2616999149,,31.998723984,160.27433777,179.61679077,0.9850696921,63.630996704,0.6398461461,0.8919327855
1443.314209,,22.406000137,,,,2.2599987984,,31.470451355,160.82214355,180.24664307,1.0140160322,63.756004333,0.5242786407,0.8639711738
1443.4666748,,22.718999863,,,,2.2621319294,,32.375301361,160.25823975,179.5005188,1.0240312815,64.224998474,0.4890560806,0.8459880352
1443.6190186,,21.468999863,,,,2.2757387161,,32.502754211,155.88946533,174.69796753,1.0369790792,64.505996704,0.4740360379,0.8410112262
1443.7714844,,22.062999725,,,,2.2887885571,,34.221103668,151.90090942,170.19248962,1.0240120888,63.818000793,0.5299102068,0.8480167985
1443.9238281,,22.125,,,,2.2937428951,,35.097408295,150.5401001,168.5916748,1.0290096998,63.474998474,0.6398236752,0.855068922
1444.0761719,,20.327999115,,,,2.3154320717,,37.219802856,144.38851929,161.81665039,1.0350464582,63.974998474,0.7078366876,0.8980768919
1444.2286377,,18.562999725,,,,2.3530008793,,37.719703674,134.2348938,150.40100098,1.0640256405,64.662002563,0.7828798294,0.9460352659
1444.3809814,,18.312999725,,,,2.3785152435,,38.155548096,127.63924408,143.03326416,1.0800321102,64.568000793,1.1271713972,0.9679551125
1444.5334473,,18.375,,,,2.3878631592,,37.874252319,125.39798737,140.48338318,1.1000096798,59.536998749,1.1110543013,0.9399375319
1444.685791,,18.375,,,,2.3779881001,,37.562149048,127.69122314,143.19384766,1.103977561,63.998847961,0.9384162426,0.9140416384
1444.8382568,,18.266000748,,,,2.3588447571,,37.026870728,132.49777222,148.48413086,1.0899207592,63.630996704,0.8821345568,0.9401080608
1444.9906006,,18.266000748,,,,2.3497152328,,35.310844421,134.89009094,151.07315063,1.056948781,64.130996704,0.8620480895,0.985024035
1445.1430664,,18.281000137,,,,2.3412070274,,33.967948914,137.08035278,153.6085968,1.0248991251,64.068000793,1.4690256119,0.9998318553
1445.2954102,,18.391000748,,,,2.3235578537,,33.529895782,141.86360168,158.99313354,0.9829775691,64.005996704,1.0829319954,0.9298782349
1445.447876,,18.983999252,,,,2.3012886047,,32.84362793,148.17782593,166.11962891,0.9689495564,64.005996704,0.7285673022,0.8539639711
1445.6002197,,20.202999115,,,,2.2767691612,,32.68699646,155.65657043,174.42726135,0.9479615688,63.568004608,0.652182579,0.839014411
1445.7526855,,20.093999863,,,,2.2580187321,,32.055755615,161.55950928,181.00256348,0.923930347,64.037002563,0.7408573627,0.8480119705
1445.9050293,,21.297000885,,,,2.2497141361,,29.046875,164.16168213,184.00453186,0.894982338,64.193000793,0.7050576806,0.8529839516
1446.0574951,,21.266000748,,,,2.2480130196,,28.97095108,164.83647156,184.62327576,0.8839783669,63.506000519,0.6630672216,0.8429591656
1446.2098389,,21.375,,,,2.2494468689,,29.784255981,164.2787323,184.10105896,0.8749807477,64.099998474,0.5441907644,0.8259743452
1446.3621826,,21.516000748,,,,2.2519876957,,31.812473297,163.34593201,183.15428162,0.8629855514,64.162002563,0.465189755,0.8099871874
1446.5146484,,22.858999252,,,,2.2519037724,,31.474918365,163.50480652,183.1993103,0.8539759517,64.443000793,0.5606927872,0.8019831777
1446.6669922,,23.718999863,,,,2.2516226768,,27.700170517,163.60636902,183.28117371,0.8439839482,64.412055969,0.6158676744,0.7949807644
1446.819458,,22.625,,,,2.250285387,,25.939388275,163.98175049,183.79685974,0.8340480328,63.881000519,0.5391849279,0.7830048203
1446.9718018,,22.202999115,,,,2.2430181503,,26.517150879,166.47865295,186.52638245,0.8540384173,63.193000793,0.4631826878,0.7849776149
1447.1242676,,21.531000137,,,,2.235663414,,27.237415314,168.94218445,189.33580017,0.8780408502,63.349998474,0.4280560911,0.771048069
1447.2766113,,20.406000137,,,,2.233404398,,28.650917053,169.7225647,190.19076538,0.8950192332,64.287002563,0.4060528278,0.7909839749
1447.4290771,,19.827999115,,,,2.2381498814,,25.493270874,168.15267944,188.38839722,0.9070216417,65.068000793,0.4329567254,0.7810720801
1447.5814209,,19.156000137,,,,2.2524359226,,29.34900856,163.42842102,183.09611511,0.9159967899,63.661998749,0.4958486855,0.8110784888
1447.7338867,,19.0,,,,2.2800405025,,32.473804474,154.88980103,173.49307251,0.9140359759,60.943000793,0.4480769336,0.860028863
1447.8862305,,18.891000748,,,,2.3178594112,,34.468601227,143.72398376,161.09098816,0.9290416837,60.099998474,0.5337933898,0.872043252
1448.0386963,,19.358999252,,,,2.3365755081,,34.209392548,138.40673828,155.04727173,0.9550552368,64.349998474,0.9972564578,0.8988919258
1448.19104,,19.547000885,,,,2.3429577351,,30.225059509,136.60577393,153.06817627,0.9780336618,64.380996704,0.7983204722,0.8540352583
1448.3433838,,20.516000748,,,,2.3506498337,,33.998897552,134.56370544,150.80534363,0.9990224242,63.881000519,0.7401393056,0.8759887815
1448.4958496,,20.625,,,,2.3450205326,,33.3166008,136.07254028,152.46347046,1.0129495859,64.255996704,0.6991311908,0.8690336347
1448.6481934,,20.625,,,,2.333753109,,34.81224823,139.06736755,155.80601501,0.9919887781,64.505996704,0.67206496,0.8829631805
1448.8006592,,20.156000137,,,,2.3237524033,,34.342575073,141.79559326,158.89569092,0.9849495888,64.287002563,0.6939647198,0.8599279523
1448.9530029,,20.0,,,,2.3049755096,,33.750499725,147.09138489,164.93690491,0.9639374614,64.193000793,0.6620768905,0.830003202
1449.1054688,,19.327999115,,,,2.2839355469,,34.055305481,153.35876465,171.87841797,0.92493999,63.942996979,0.5352035761,0.832060039
1449.2578125,,19.233999252,,,,2.2715449333,,30.860601425,157.18830872,176.1157074,0.8999951482,64.380996704,0.5978486538,0.8570576906
1449.4102783,,20.375,,,,2.2663609982,,31.863016129,158.80735779,177.94247437,0.8970000148,64.318000793,0.7677275538,0.8929519653
1449.5626221,,21.420000076,,,,2.264108181,,33.534152985,159.4508667,178.73490906,0.8970192671,65.318000793,0.4757037461,0.8729760051
1449.7150879,,22.187999725,,,,2.2624614239,,35.495723724,160.01541138,179.33882141,0.909055233,60.631000519,0.4001201987,0.8579062819
1449.8674316,,22.187999725,,,,2.2611718178,,33.714870453,160.43186951,179.79748535,0.9319823384,62.974998474,0.4169591665,0.8189823627
1450.0198975,,22.281000137,,,,2.2605903149,,31.142351151,160.59999084,180.01245117,0.9209111333,62.817996979,0.4249871969,0.8079423904
1450.1722412,,23.672000885,,,,2.2604227066,,31.702121735,160.72425842,180.07766724,0.8839615583,64.505996704,0.4599439204,0.7840496302
1450.324585,,23.625,,,,2.2603225708,,31.157402039,160.74604797,180.11665344,0.859977603,63.911994934,0.5587622523,0.815030396
1450.4770508,,22.687999725,,,,2.2601451874,,32.026092529,160.84350586,180.1557312,0.8460176587,64.068000793,0.7503855824,0.8340064287
1450.6293945,,22.391000748,,,,2.2600226402,,28.968097687,160.77310181,180.19483948,0.8570448756,63.506000519,0.8138484359,0.8379374743
1450.7818604,,23.202999115,,,,2.2599227428,,28.405250549,160.75125122,180.23387146,0.8850408196,64.037002563,0.5843685865,0.7990288734
1450.9342041,,24.422000885,,,,2.259822607,,28.092020035,160.93031311,180.27284241,0.902012825,64.755996704,0.456307441,0.8110192418
1451.0866699,,24.437999725,,,,2.2597227097,,26.858888626,160.89750671,180.31193542,0.9099327922,64.412002563,0.4140672982,0.8230240345
1451.2390137,,23.750001907,,,,2.2596225739,,26.807415009,160.87269592,180.35095215,0.8819776177,64.474998474,0.432954371,0.8329647183
1451.3914795,,23.906000137,,,,2.2595226765,,23.335542679,160.9573822,180.39004517,0.8679759502,65.662002563,0.4130320251,0.8109711409
1451.5438232,,25.684999466,,,,2.2594225407,,26.469900131,161.0819397,180.42906189,0.8579935431,60.724998474,0.5207406282,0.7989920378
1451.6962891,,23.906000137,,,,2.2593226433,,27.037382126,161.10360718,180.46813965,0.8539735675,63.911994934,0.6368141174,0.7939904332
1451.8486328,,24.827997208,,,,2.2592227459,,29.68652153,161.10896301,180.50715637,0.8430416584,63.411994934,0.7607021332,0.7899776101
1452.0010986,,25.296998978,,,,2.2591226101,,28.764686584,161.10359192,180.54626465,0.8690600395,63.725002289,0.5832852721,0.7759447694
1452.1534424,,24.500001907,,,,2.2590227127,,28.219600677,161.10896301,180.58526611,0.8939951658,64.693000793,0.5849967599,0.7529904246
1452.3059082,,23.5,,,,2.2589225769,,28.591747284,161.19580078,180.62428284,0.8909471035,64.443000793,0.3783314526,0.747072041
1452.458252,,24.047000885,,,,2.2587451935,,27.660833359,161.22824097,180.66333008,0.8689567447,63.442996979,0.3520416617,0.777030468
1452.6105957,,22.483999252,,,,2.2586226463,,30.673728943,161.31494141,180.70243835,0.841979146,64.349998474,0.3749447465,0.7960288525
1452.7630615,,22.422000885,,,,2.2585227489,,31.750974655,161.34744263,180.7414856,0.828997612,64.224998474,0.4648557603,0.813944757
1452.9154053,,21.687999725,,,,2.2584226131,,32.1484375,161.24980164,180.7804718,0.8280160427,63.630996704,0.3941705227,0.7909759879
1453.0678711,,23.047000885,,,,2.2583227158,,27.431055069,161.32043457,180.8195343,0.838016808,63.506000519,0.3880096376,0.7759159803
1453.2202148,,23.218997955,,,,2.25822258,,24.546550751,161.44194031,180.85855103,0.8449920416,63.756004333,0.3600672781,0.7409695387
1453.3726807,,25.656000137,,,,2.2581226826,,24.272228241,161.46110535,180.89762878,0.8399855494,63.506000519,0.3440256417,0.721939981
1453.5250244,,27.343999863,,,,2.2580225468,,26.863056183,161.4744873,180.93664551,0.8339871764,64.068000793,0.3469927907,0.696976006
1453.6774902,,27.483999252,,,,2.2579226494,,29.389648438,161.46339417,180.97573853,0.8260048032,63.537002563,0.3849391043,0.6820600033
1453.829834,,27.187999725,,,,2.257822752,,28.828525543,161.55885315,181.01475525,0.828035295,63.942996979,0.4408655167,0.7070512772
1453.9822998,,25.73400116,,,,2.2577226162,,29.152061462,161.67248535,181.05386353,0.8500937223,64.005996704,0.5578125119,0.7390576601
1454.1346436,,23.608999252,,,,2.2576227188,,27.515123367,161.61286926,181.09286499,0.8890849352,63.786998749,0.5829399824,0.7630064487
1454.2871094,,23.093999863,,,,2.257522583,,26.971214294,161.67248535,181.13188171,0.9421296716,63.942996979,0.5430640578,0.7670552731
1454.4394531,,20.202999115,,,,2.2574226856,,27.892177582,161.61286926,181.17092896,0.9960128069,64.068000793,0.7217131257,0.7900528908
1454.5917969,,22.016000748,,,,2.2572453022,,28.62620163,161.67240906,181.21003723,1.0039887428,63.974998474,0.5135020018,0.8230785131
1454.7442627,,22.672000885,,,,2.2571227551,,29.373987198,161.79733276,181.24906921,0.9969759583,64.255996704,0.4371218085,0.8720624447
1454.8966064,,22.641000748,,,,2.2570226192,,28.955780029,161.72648621,181.28805542,0.9869855642,64.630996704,0.7223130465,0.8979743719
1455.0490723,,22.202999115,,,,2.2569227219,,30.684696198,161.88960266,181.32713318,0.977963984,59.036998749,0.7908910513,0.8819207549
1455.201416,,23.531000137,,,,2.2568225861,,29.311620712,161.85375977,181.3661499,0.9630016088,63.756004333,0.6114323735,0.8489198685
1455.3538818,,25.266000748,,,,2.2567226887,,28.449583054,161.81866455,181.40524292,0.9639447331,63.974998474,0.4941874743,0.7989543676
1455.5062256,,26.218999863,,,,2.2566225529,,27.034730911,162.00875854,181.44425964,0.9409518838,64.224998474,0.5069687963,0.7800047994
1455.6586914,,27.047000885,,,,2.2565226555,,29.355247498,161.96488953,181.4833374,0.9109375477,64.474998474,0.4810416698,0.7830408216
1455.8110352,,26.406000137,,,,2.2564227581,,27.801908493,161.94361877,181.52235413,0.8849743605,63.974998474,0.4959639609,0.8000176549
1455.963501,,26.266000748,,,,2.2563226223,,30.856334686,162.03005981,181.5614624,0.8689855933,64.537002563,0.444083333,0.8110144138
1456.1158447,,26.406000137,,,,2.2562229633,,29.748046875,162.06280518,181.60046387,0.8629855514,64.880996704,0.5756829381,0.8169999719
1456.2683105,,25.016000748,,,,2.2561225891,,28.524320602,162.05699158,181.63948059,0.853985548,62.600002289,0.563020885,0.8169591427
1456.4206543,,22.281000137,,,,2.2560226917,,25.748521805,162.15505981,181.67852783,0.8480015993,64.255996704,0.4791346192,0.7999743819
1456.572998,,22.733999252,,,,2.2559225559,,24.833452225,162.17622375,181.71763611,0.8489999771,59.161998749,0.4869807661,0.7839583755
1456.7254639,,23.328001022,,,,2.2558226585,,28.231321335,162.18206787,181.75668335,0.8489999771,64.193000793,0.5349230766,0.7579727769
1456.8778076,,23.937999725,,,,2.2556455135,,26.564376831,162.26832581,181.79566956,0.8489983678,63.942996979,0.5340023637,0.7409904003
1457.0302734,,24.047000885,,,,2.255522728,,27.414382935,162.30123901,181.83473206,0.8480095863,64.005996704,0.5100384355,0.7350264192
1457.1826172,,24.047000885,,,,2.2554225922,,24.249523163,162.30368042,181.87374878,0.8520208597,63.693000793,0.451141715,0.7460064292
1457.335083,,23.827999115,,,,2.2553226948,,23.953111649,162.38752747,181.9128418,0.8650360107,64.099998474,0.427038461,0.7499855757
1457.4874268,,23.562999725,,,,2.255222559,,24.001478195,162.42053223,181.95185852,0.8800240159,63.881000519,0.4190192223,0.7439823747
1457.6398926,,23.281000137,,,,2.2551226616,,24.92886734,162.3223877,181.99093628,0.8950288296,63.942996979,0.3950384855,0.7330672145
1457.7922363,,22.578001022,,,,2.2550227642,,27.791215897,162.39350891,182.029953,0.9070208669,63.818000793,0.4688222706,0.7610352635
1457.9447021,,22.422000885,,,,2.2549226284,,34.162754059,162.50668335,182.06903076,0.9200288653,63.974998474,0.6007884741,0.7830648422
1458.0970459,,21.625,,,,2.2552864552,,36.96900177,162.35527039,181.92417908,0.9320304394,63.974998474,0.5830432177,0.8099887967
1458.2495117,,20.516000748,,,,2.2584187984,,36.950012207,161.37304688,180.80264282,0.9510288239,65.568000793,0.5740144253,0.8030023575
