DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,NPHI,RHOB,PEF,GR,DTC,DTS,RDEP,SP,RSHA,RMED
1240.625,,17.100000381,-0.01,,2.0559999943,4.2509999275,21.337999344,136.89100647,,0.7562000155,43.611000061,,0.7146999836
1240.75,,17.100000381,-0.0107,,2.0559999943,4.2449998856,21.444999695,137.14500427,,0.7547000051,45.258998871,,0.7135000229
1240.8748779,,17.100000381,-0.0115,,2.0559999943,4.2410001755,21.570999146,137.44799805,,0.7529000044,46.312999725,,0.7124999762
1240.9998779,,17.100000381,-0.0122,,2.0539999008,4.2449998856,21.688999176,137.78599548,,0.7506999969,46.611000061,,0.7118999958
1241.1248779,,17.100000381,-0.0125,,2.0510001183,4.2470002174,21.760000229,138.09700012,,0.7483999729,46.166000366,,0.7113000154
1241.2501221,,17.100000381,-0.0121,,2.0490000248,4.2389998436,21.645999908,138.34899902,,0.7463999987,45.02299881,,0.7110000253
1241.3751221,,17.100000381,-0.0112,,2.0480000973,4.2290000916,21.392000198,138.53599548,,0.7447000146,43.396999359,,0.7107999921
1241.5001221,,17.100000381,-0.0102,,2.0490000248,4.236000061,21.208000183,138.67500305,,0.7437999845,41.539001465,,0.7106000185
1241.625,,17.100000381,-0.0094,,2.0510001183,4.3020000458,21.086000443,138.77999878,,0.7437000275,39.701000214,,0.7103999853
1241.75,,17.100000381,-0.0088,,2.0520000458,4.3680000305,21.031999588,138.87199402,,0.7440999746,38.347000122,,0.7102000117
1241.875,,17.100000381,-0.0086,,2.0520000458,4.3920001984,21.072000504,138.93200684,,0.7450000048,37.76599884,,0.7110000253
1242.0,,17.100000381,-0.0088,,2.0510001183,4.388999939,21.184999466,138.95500183,,0.7462999821,37.840000153,,0.712100029
1242.1248779,,17.100000381,-0.009700001,,2.0510001183,4.3720002174,21.009000778,138.94099426,,0.747699976,38.52399826,,0.7129999995
1242.2498779,,17.100000381,-0.0112,,2.0510001183,4.3499999046,20.652999878,138.89199829,,0.7491000295,39.745998383,,0.7138000131
1242.3748779,,17.100000381,-0.0124,,2.0539999008,4.3039999008,20.273000717,138.83000183,,0.7504000068,41.372001648,,0.7146000266
1242.5001221,,17.100000381,-0.0123,,2.0569999218,4.2849998474,19.972999573,138.73800659,,0.7516999841,43.173999786,,0.7148000002
1242.6251221,,17.100000381,-0.0111,,2.0599999428,4.2890000343,19.729999542,138.61700439,,0.753000021,44.817001343,,0.7149999738
1242.7501221,,17.100000381,-0.0096,,2.0629999638,4.3070001602,19.775999069,138.44200134,,0.7538999915,46.041999817,,0.7154999971
1242.875,,17.100000381,-0.0086,,2.0639998913,4.3280000687,19.965000153,138.23199463,,0.7548000216,46.585998535,,0.7161999941
1243.0,,17.100000381,-0.0089,,2.0650000572,4.3400001526,20.218999863,138.00900269,,0.7555999756,46.22700119,,0.7167999744
1243.125,,17.100000381,-0.0099,,2.0639998913,4.3550000191,20.499000549,137.83000183,,0.7566000223,44.848999023,,0.7167000175
1243.25,,17.100000381,-0.0103,,2.0629999638,4.3629999161,20.773000717,137.71699524,,0.7576000094,42.951999664,,0.7167000175
1243.3748779,,17.100000381,-0.0098,,2.0620000362,4.3569998741,20.86700058,137.69900513,,0.7585999966,41.145999908,,0.7167999744
1243.4998779,,17.100000381,-0.0083,,2.0610001087,4.3280000687,20.846000671,137.75900269,,0.7595000267,39.872001648,,0.7171000242
1243.6251221,,17.100000381,-0.0063,,2.0610001087,4.2670001984,20.712999344,137.88999939,,0.7602000237,39.393001556,,0.7174000144
1243.7501221,,17.100000381,-0.0048,,2.0610001087,4.1690001488,20.49200058,138.04200745,,0.7606999874,39.689998627,,0.7184000015
1243.8751221,,17.100000381,-0.0035,,2.0610001087,4.0430002213,20.277000427,138.17900085,,0.7612000108,40.570999146,,0.7192999721
1244.0,,17.100000381,-0.0019,,2.0610001087,3.9059998989,20.246999741,138.2460022,,0.7617999911,41.331001282,,0.7197999954
1244.125,,17.100000381,0.0008,,2.0610001087,3.7730000019,20.365999222,138.23800659,,0.7626000047,41.64799881,,0.7203000188
1244.25,,17.100000381,0.0044,,2.0610001087,3.6559998989,20.458999634,138.14700317,,0.7634000182,41.426998138,,0.720600009
1244.375,,17.100000381,0.0082,,2.0610001087,3.5680000782,20.531000137,138.02099609,,0.7642999887,40.748001099,,0.7207000256
1244.4998779,,17.100000381,0.0104999999,,2.0620000362,3.5409998894,20.538999557,137.88900757,,0.7651000023,39.714000702,,0.7207999825
1244.6248779,,17.100000381,0.0113000004,,2.0639998913,3.5620000362,20.433000565,137.78399658,,0.7656999826,38.97700119,,0.7207999825
1244.7498779,,17.100000381,0.0110999998,,2.0659999847,3.628000021,20.243000031,137.72099304,,0.766200006,38.884998322,,0.7207000256
1244.8751221,,17.100000381,0.0103000002,,2.0680000782,3.7219998837,20.176000595,137.69000244,,0.7663000226,39.39899826,,0.7210000157
1245.0001221,,17.100000381,0.0096000005,,2.0690000057,3.8120000362,20.179000854,137.67599487,,0.766200006,40.340000153,,0.7214999795
1245.1251221,,17.100000381,0.0092000002,,2.0690000057,3.8589999676,20.222999573,137.66799927,,0.7657999992,41.460998535,,0.7221000195
1245.25,,17.100000381,0.0088,,2.0699999332,3.8800001144,20.288000107,137.66000366,,0.7655000091,42.415000916,,0.7217000127
1245.375,,17.100000381,0.0071,,2.0699999332,3.9140000343,20.361999512,137.647995,,0.7649999857,43.096000671,,0.7213000059
1245.5,,17.100000381,0.0035999999,,2.0710000992,3.9949998856,20.327999115,137.62199402,,0.7649000287,43.376998901,,0.7202000022
1245.625,,17.100000381,-0.0018,,2.0729999542,4.1440000534,20.232999802,137.57000732,,0.7649999857,43.074001312,,0.7186999917
1245.7498779,,17.100000381,-0.0085,,2.0750000477,4.368999958,20.399999619,137.48599243,,0.7651000023,42.048999786,,0.7174000144
1245.8748779,,17.100000381,-0.015699999,,2.0759999752,4.6209998131,20.8560009,137.38200378,,0.7652000189,40.347000122,,0.7178000212
1246.0001221,,17.100000381,-0.021400001,,2.0769999027,4.8039999008,21.461999893,137.28900146,,0.7652000189,38.752998352,,0.7182000279
1246.1251221,,17.100000381,-0.024599999,,2.0769999027,4.861000061,21.945999146,137.22599792,,0.7652999759,37.835998535,,0.7192999721
1246.2501221,,17.100000381,-0.024800001,,2.0759999752,4.7810001373,22.340000153,137.21400452,,0.7652999759,37.644001007,,0.7207999825
1246.375,,17.100000381,-0.0219,,2.0759999752,4.5939998627,22.194999695,137.23800659,,0.7652999759,38.034000397,,0.7220000029
1246.5,,17.100000381,-0.0167,,2.0750000477,4.3709998131,21.615999222,137.29200745,,0.7653999925,38.737998962,,0.7224000096
1246.625,,17.100000381,-0.0117,,2.0739998817,4.2059998512,20.892999649,137.352005,,0.7655000091,39.474998474,,0.7226999998
1246.75,,17.100000381,-0.0083,,2.0710000992,4.1259999275,20.381999969,137.41000366,,0.7656000257,40.176998138,,0.722299993
1246.8748779,,17.100000381,-0.0063,,2.0669999123,4.1240000725,20.035999298,137.46200562,,0.7657999992,40.894001007,,0.7217000127
1246.9998779,,17.100000381,-0.0058,,2.0629999638,4.1859998703,20.040000916,137.50300598,,0.7656999826,41.679000854,,0.7210999727
1247.1248779,,17.100000381,-0.0068,,2.0580000877,4.3060002327,20.2689991,137.52900696,,0.7656000257,42.563999176,,0.7203000188
1247.2501221,,17.100000381,-0.0099,,2.0539999008,4.4619998932,20.458000183,137.54499817,,0.7652999759,43.525001526,,0.7196000218
1247.3751221,,17.100000381,-0.0139,,2.0520000458,4.6290001869,20.417999268,137.55700684,,0.7648000121,44.487998962,,0.7200000286
1247.5001221,,17.100000381,-0.0175,,2.0520000458,4.7890000343,20.214000702,137.57600403,,0.7641999722,45.418998718,,0.720600009
1247.625,,17.100000381,-0.0198,,2.0529999733,4.9149999619,20.229000092,137.602005,,0.763899982,46.34400177,,0.7211999893
1247.75,,17.100000381,-0.020199999,,2.0580000877,4.9800000191,20.357999802,137.6269989,,0.7637000084,47.259998322,,0.7221000195
1247.875,,17.100000381,-0.019400002,,2.0639998913,4.9609999657,20.565999985,137.64199829,,0.763800025,48.096000671,,0.7228999734
1248.0,,17.100000381,-0.017999999,,2.0699999332,4.8509998322,20.829999924,137.60899353,,0.7641000152,48.314998627,,0.7228999734
1248.1248779,,17.100000381,-0.0166,,2.0750000477,4.7039999962,21.111000061,137.54400635,,0.7646999955,47.595001221,,0.7228999734
1248.2498779,,17.100000381,-0.0151,,2.0759999752,4.5430002213,21.222000122,137.44500732,,0.7651000023,46.092998505,,0.7228999734
1248.3751221,,17.100000381,-0.0132,,2.0759999752,4.3860001564,21.226999283,137.33599854,,0.7655000091,44.166999817,,0.7228000164
1248.4997559,,17.100000381,-0.0103,,2.0739998817,4.2389998436,21.188999176,137.24200439,,0.7657999992,42.276000977,,0.7228999734
1248.6251221,,17.100000381,-0.0063,,2.0720000267,4.1149997711,21.125,137.18400574,,0.7660999894,40.930000305,,0.7235999703
1248.75,,17.100000381,-0.0028,,2.0699999332,4.0390000343,21.058000565,137.147995,,0.766200006,40.72700119,,0.7242000103
1248.875,,17.100000381,-0.0013,,2.0690000057,4.0199999809,21.038999557,137.13400269,,0.766200006,41.376998901,,0.7245000005
1249.0,,17.100000381,-0.0026,,2.0669999123,4.0430002213,21.059000015,137.1210022,,0.766200006,42.548999786,,0.7246000171
1249.125,,17.100000381,-0.007,,2.0659999847,4.0850000381,20.847999573,137.10099792,,0.7660999894,43.862998962,,0.7243999839
1249.2498779,,17.100000381,-0.0129,,2.0639998913,4.1259999275,20.468000412,137.07400513,,0.7659999728,44.932998657,,0.7235999703
1249.3753662,,17.100000381,-0.0176,,2.0629999638,4.132999897,20.069999695,137.03999329,,0.7659000158,45.339000702,,0.7228000164
1249.5002441,,17.100000381,-0.0199,,2.0629999638,4.0859999657,19.806999207,137.0019989,,0.7656999826,45.146999359,,0.7226999998
1249.6248779,,17.100000381,-0.0198,,2.0629999638,3.986000061,19.6439991,136.96200562,,0.7653999925,44.578998566,,0.7226999998
1249.7497559,,17.100000381,-0.017999999,,2.0629999638,3.8529999256,19.777000427,136.91900635,,0.7646999955,43.826000214,,0.7231000066
1249.8751221,,17.100000381,-0.0156,,2.0620000362,3.7160000801,20.082000732,136.86999512,,0.7637000084,43.133998871,,0.7239999771
1250.0,,17.100000381,-0.0131,,2.0620000362,3.6240000725,20.528999329,136.81399536,,0.7621999979,42.819999695,,0.7249000072
1250.125,,17.100000381,-0.0107,,2.0610001087,3.5850000381,21.090000153,136.74499512,,0.7602000237,43.145999908,,0.7246999741
1250.25,,17.100000381,-0.0087,,2.0599999428,3.5799999237,21.718000412,136.65400696,,0.7578999996,43.826999664,,0.7243999839
1250.375,,17.100000381,-0.0074,,2.0590000153,3.5929999352,21.951000214,136.54499817,,0.7552999854,44.548999786,,0.7238000035
1250.4998779,,17.100000381,-0.0071,,2.0580000877,3.6099998951,21.975000381,136.44000244,,0.7526000142,45.091999054,,0.7228000164
1250.6251221,,17.100000381,-0.0082,,2.0590000153,3.6300001144,21.775999069,136.38699341,,0.7501999736,45.348999023,,0.7218000293
1250.7502441,,17.100000381,-0.0103,,2.0599999428,3.6570000648,21.38599968,136.40400696,,0.7480999827,45.396999359,,0.7207000256
1250.8747559,,17.100000381,-0.0129,,2.0620000362,3.6940000057,20.972000122,136.54200745,,0.7465000153,45.423000336,,0.7195000052
1251.0001221,,17.100000381,-0.0156,,2.0629999638,3.7449998856,21.069999695,136.74099731,,0.7455999851,45.537998199,,0.7192999721
1251.125,,17.100000381,-0.018300001,,2.0629999638,3.8139998913,21.525999069,136.92599487,,0.7452999949,45.763999939,,0.7195000052
1251.25,,17.100000381,-0.0207,,2.0629999638,3.9040000439,21.929000854,137.01600647,,0.7451999784,46.085998535,,0.7200000286
1251.375,,17.100000381,-0.0222,,2.0620000362,4.0120000839,22.26499939,137.00900269,,0.7454000115,46.465999603,,0.7211999893
1251.5,,17.100999832,-0.0233,,2.0610001087,4.123000145,22.530000687,136.80900574,,0.7458000183,46.832000732,,0.7225000262
1251.6248779,,17.104000092,-0.024499999,,2.0610001087,4.2109999657,22.694000244,136.55700684,,0.7463999987,47.082000732,,0.7238000035
1251.7501221,,17.111999512,-0.0255,,2.0620000362,4.256000042,22.780000687,136.27900696,,0.7472000122,47.27399826,,0.7250999808
1251.8752441,,17.125999451,-0.025699999,,2.0629999638,4.2540001869,22.958999634,136.02799988,,0.7480000257,47.511001587,,0.7261000276
1251.9998779,,17.1439991,-0.024599999,,2.0639998913,4.2210001945,23.201000214,135.85099792,,0.7487999797,47.933998108,,0.7264000177
1252.1247559,,17.159000397,-0.0218,,2.0639998913,4.2080001831,23.409999847,135.79600525,,0.7491000295,48.76599884,,0.7267000079
1252.2501221,,17.170000076,-0.0187,,2.0639998913,4.2090001106,23.513000488,135.82400513,,0.7487999797,50.077999115,,0.7261999846
1252.375,,17.177999496,-0.0163,,2.0629999638,4.2140002251,23.538999557,135.93600464,,0.7480000257,51.53099823,,0.7256000042
1252.5,,17.184999466,-0.0151,,2.0620000362,4.2140002251,23.211999893,136.07699585,,0.746900022,52.799999237,,0.7250999808
1252.625,,17.190999985,-0.0152,,2.0620000362,4.2100000381,22.700000763,136.2230072,,0.7457000017,53.61700058,,0.7247999907
1252.75,,17.195999146,-0.0162,,2.0620000362,4.2020001411,22.218000412,136.36399841,,0.7448999882,53.799999237,,0.7245000005
1252.8748779,,17.198999405,-0.017100001,,2.0629999638,4.1999998093,21.851999283,136.5059967,,0.7444999814,52.987998962,,0.7243000269
1253.0001221,,17.200000763,-0.017999999,,2.0639998913,4.2049999237,21.62899971,136.65600586,,0.744599998,51.417999268,,0.7240999937
1253.125,,17.200000763,-0.0189,,2.0659999847,4.2100000381,22.135000229,136.80299377,,0.7451000214,49.354999542,,0.7242000103
1253.2498779,,17.200000763,-0.0199,,2.0669999123,4.2100000381,23.076999664,136.92900085,,0.7458999753,47.150001526,,0.7243000269
1253.3751221,,17.200000763,-0.020500001,,2.0680000782,4.1950001717,23.846000671,137.02400208,,0.7466999888,45.263000488,,0.7246999741
1253.5,,17.200000763,-0.0199,,2.0690000057,4.131000042,24.381000519,137.04499817,,0.7473000288,44.366001129,,0.7257999778
1253.625,,17.200000763,-0.0184,,2.0690000057,4.0190000534,24.670999527,137.01899719,,0.7477999926,44.660999298,,0.7268999815
1253.75,,17.200000763,-0.0163,,2.0680000782,3.8480000496,24.538999557,136.97000122,,0.7484999895,45.72600174,,0.7274000049
1253.875,,17.200000763,-0.0139,,2.0650000572,3.6370000839,24.072999954,136.95500183,,0.7491999865,47.160999298,,0.7275999784
1253.9998779,,17.200000763,-0.0116,,2.0620000362,3.4260001183,23.448999405,137.01800537,,0.7502999902,48.692001343,,0.7274000049
1254.1248779,,17.198999405,-0.0094,,2.0580000877,3.2869999409,22.708000183,137.19799805,,0.7516000271,50.198001862,,0.7261999846
1254.2502441,,17.194999695,-0.0075,,2.0550000668,3.257999897,21.943000793,137.42100525,,0.753000021,51.680000305,,0.7249000072
1254.3748779,,17.184999466,-0.0069,,2.0539999008,3.2790000439,21.247999191,137.63000488,,0.7542999983,53.198001862,,0.7239000201
1254.4997559,,17.167999268,-0.0074,,2.0550000668,3.3020000458,20.607000351,137.77400208,,0.755400002,54.444999695,,0.7228999734
1254.6251221,,17.146999359,-0.009,,2.0559999943,3.2969999313,20.381999969,137.8480072,,0.7562999725,55.018001556,,0.7225999832
1254.75,,17.125999451,-0.0106,,2.0569999218,3.253000021,20.406000137,137.85899353,,0.7570000291,54.611999512,,0.7232999802
1254.875,,17.111000061,-0.0113,,2.0559999943,3.2109999657,20.465999603,137.84500122,,0.7578999996,53.14899826,,0.7239999771
1255.0,,17.103000641,-0.0104,,2.0559999943,3.2049999237,20.437000275,137.80799866,,0.7590000033,50.98500061,,0.7251999974
1255.125,,17.100999832,-0.008,,2.0550000668,3.2119998932,20.347999573,137.7749939,,0.7602000237,49.203998566,,0.7264000177
1255.2498779,,17.100000381,-0.0045,,2.0539999008,3.2200000286,20.443000793,137.772995,,0.7617999911,48.176998138,,0.7268999815
1255.3752441,,17.100000381,-0.0008,,2.0550000668,3.2239999771,20.631000519,137.81900024,,0.7637000084,47.967998505,,0.7268000245
1255.5,,17.100000381,0.0020999999,,2.0559999943,3.2260000706,20.797000885,137.92799377,,0.7652000189,48.415000916,,0.7267000079
1255.6248779,,17.100000381,0.003,,2.0569999218,3.2290000916,20.909999847,138.04800415,,0.7663999796,49.291000366,,0.7257999778
1255.7501221,,17.100000381,0.0024999999,,2.0580000877,3.2369999886,20.944000244,138.11399841,,0.7670999765,50.375,,0.7247999907
1255.875,,17.100000381,0.0017,,2.0590000153,3.246999979,20.686000824,138.04899597,,0.7660999894,51.501998901,,0.7249000072
1256.0,,17.100000381,0.0015,,2.0610001087,3.2509999275,20.229999542,137.86700439,,0.7641000152,52.511001587,,0.7254999876
1256.125,,17.100999832,0.0027000001,,2.0639998913,3.2430000305,20.080999374,137.60400391,,0.7613000274,53.241001129,,0.7257000208
1256.25,,17.104000092,0.0048000002,,2.0669999123,3.239000082,20.211000443,137.35499573,,0.7578999996,53.539001465,,0.7250000238
1256.3748779,,17.11300087,0.0060000001,,2.0680000782,3.2679998875,20.476999283,137.19200134,,0.7544000149,53.124000549,,0.7242000103
1256.4998779,,17.124000549,0.0059000002,,2.0669999123,3.3450000286,20.697999954,137.17599487,,0.7509999871,52.629001617,,0.7225999832
1256.6252441,,17.131999969,0.0038000001,,2.0650000572,3.4909999371,20.885000229,137.26800537,,0.7479000092,52.377998352,,0.7207999825
1256.7498779,,17.134000778,-0.0003,,2.0639998913,3.7079999447,20.790000916,137.46099854,,0.7447000146,52.400001526,,0.7189000249
1256.8747559,,17.128000259,-0.0053,,2.0650000572,3.9719998837,20.50399971,137.68600464,,0.741599977,52.512001038,,0.7171000242
1257.0001221,,17.115999222,-0.0081,,2.0669999123,4.1539998055,20.044000626,137.89300537,,0.738499999,52.318000793,,0.7153000236
1257.125,,17.107999802,-0.0076,,2.0710000992,4.1779999733,19.417999268,138.04600525,,0.7353000045,51.675998688,,0.7149000168
1257.25,,17.107000351,-0.0041,,2.0739998817,4.0289998055,18.670000076,138.11999512,,0.7321000099,50.948001862,,0.7146000266
1257.375,,17.114999771,0.0011,,2.0759999752,3.757999897,18.315000534,138.1309967,,0.7293999791,50.448001862,,0.7149999738
1257.5,,17.12899971,0.0059000002,,2.0780000687,3.4570000172,18.173999786,138.11399841,,0.7268999815,50.347999573,,0.7160000205
1257.6248779,,17.146999359,0.0085000005,,2.0780000687,3.2149999142,18.24600029,138.11599731,,0.7250000238,50.619998932,,0.7170000076
1257.7502441,,17.162000656,0.0097000012,,2.0769999027,3.0510001183,18.50799942,138.15499878,,0.7238000035,50.841999054,,0.7166000009
1257.875,,17.172000885,0.0107000005,,2.0750000477,2.9470000267,18.902999878,138.2559967,,0.7231000066,50.917999268,,0.7161999941
1257.9998779,,17.180000305,0.0119000003,,2.0720000267,2.8900001049,19.400999069,138.37600708,,0.72299999,50.941001892,,0.715200007
1258.1251221,,17.186000824,0.0127999997,,2.0699999332,2.8680000305,19.958999634,138.47799683,,0.7232999802,50.983001709,,0.7138000131
1258.2501221,,17.191999435,0.0126,,2.0690000057,2.8710000515,20.330999374,138.50700378,,0.7238000035,51.075000763,,0.7125999928
1258.375,,17.197000504,0.0103000002,,2.0690000057,2.8880000114,20.506999969,138.45100403,,0.7245000005,51.146999359,,0.7127000093
1258.5,,17.198999405,0.0060000001,,2.0710000992,2.9189999104,20.486999512,138.22900391,,0.725399971,51.034000397,,0.7128000259
1258.625,,17.200000763,0.0012000001,,2.0739998817,2.9660000801,20.131999969,137.95199585,,0.7264000177,50.935001373,,0.7129999995
1258.7498779,,17.200000763,-0.0026,,2.0759999752,3.0220000744,19.5189991,137.66700745,,0.727699995,51.041999817,,0.7134000063
1258.8748779,,17.200000763,-0.0048,,2.0789999962,3.0769999027,19.063999176,137.42999268,,0.7286999822,51.446998596,,0.7135000229
1259.0,,17.200000763,-0.0059,,2.0799999237,3.1210000515,18.733999252,137.29600525,,0.7294999957,52.106998444,,0.7131000161
1259.1248779,,17.200000763,-0.0078,,2.0810000896,3.1610000134,18.521999359,137.24000549,,0.7299000025,52.659999847,,0.7127000093
1259.2497559,,17.200000763,-0.0104,,2.0820000172,3.2049999237,18.437000275,137.2230072,,0.7294999957,52.75,,0.7128999829
1259.3751221,,17.200000763,-0.0124,,2.0840001106,3.256000042,18.447999954,137.21899414,,0.7286000252,52.428001404,,0.7132999897
1259.5,,17.200000763,-0.0127,,2.0859999657,3.3210000992,18.620000839,137.21000671,,0.7275000215,51.761001587,,0.7138000131
1259.625,,17.200000763,-0.0108,,2.0880000591,3.4070000648,18.88999939,137.20399475,,0.7263000011,50.869998932,,0.7143999934
1259.75,,17.200000763,-0.0085,,2.0889999866,3.5130000114,19.198999405,137.22099304,,0.7251999974,49.925998688,,0.7149999738
1259.875,,17.200000763,-0.0073,,2.0880000591,3.6089999676,19.509000778,137.30400085,,0.7243000269,49.187999725,,0.7138000131
1259.9998779,,17.198999405,-0.0062,,2.0850000381,3.6640000343,19.816999435,137.48699951,,0.7235000134,48.812000275,,0.7125999928
1260.1252441,,17.195999146,-0.0047,,2.0799999237,3.6570000648,19.555999756,137.73899841,,0.7224000096,48.907001495,,0.7109000087
1260.2501221,,17.187999725,-0.0022,,2.0759999752,3.5880000591,19.013999939,138.02999878,,0.7211999893,49.441001892,,0.7087000012
1260.3748779,,17.173000336,0.0004,,2.0729999542,3.5009999275,18.249000549,138.30299377,,0.719900012,50.291000366,,0.706700027
1260.5001221,,17.150999069,0.0014,,2.0710000992,3.4440000057,17.319000244,138.46200562,,0.7186999917,51.470001221,,0.7059999704
1260.6251221,,17.129999161,0.0008,,2.0710000992,3.4549999237,16.388999939,138.54899597,,0.7174999714,52.721000671,,0.7052999735
1260.75,,17.11400032,-0.0001,,2.0710000992,3.5420000553,16.205999374,138.57200623,,0.716899991,53.701000214,,0.7048000097
1260.875,,17.104000092,-0.0004,,2.0710000992,3.6800000668,16.513999939,138.58299255,,0.7166000009,54.247001648,,0.704400003
1261.0,,17.100000381,0.0009,,2.0720000267,3.8190000057,16.895999908,138.62399292,,0.7166000009,54.299999237,,0.7039999962
1261.1248779,,17.100000381,0.0037,,2.0720000267,3.8949999809,17.299999237,138.74299622,,0.716899991,53.89899826,,0.7035999894
1261.2498779,,17.100000381,0.0060999999,,2.0699999332,3.9140000343,17.673999786,138.91000366,,0.7172999978,53.466999054,,0.7031000257
1261.375,,17.100000381,0.0071,,2.0680000782,3.9119999409,17.919000626,139.14199829,,0.7179999948,53.349998474,,0.7024000287
1261.4998779,,17.100000381,0.0066999998,,2.0639998913,3.9040000439,18.062000275,139.40899658,,0.7189000249,53.419998169,,0.7016000152
1261.6247559,,17.100000381,0.0052999998,,2.0599999428,3.8970000744,18.554000854,139.69799805,,0.7200000286,53.414001465,,0.7012000084
1261.7501221,,17.100000381,0.0031999999,,2.0569999218,3.8949999809,19.288999557,139.99699402,,0.7213000059,53.00799942,,0.7014999986
1261.875,,17.100000381,0.0018,,2.0550000668,3.8680000305,19.787000656,140.29100037,,0.7228000164,51.840999603,,0.7017999887
1262.0,,17.100000381,0.0018,,2.0539999008,3.7980000973,19.600999832,140.55599976,,0.7249000072,50.347999573,,0.7034999728
1262.125,,17.100000381,0.0027999999,,2.0550000668,3.7039999962,18.908000946,140.78700256,,0.7271999717,49.195999146,,0.7052999735
1262.25,,17.100000381,0.0048000002,,2.0559999943,3.6080000401,18.461000443,140.94799805,,0.730700016,48.652000427,,0.7070000172
1262.3748779,,17.100000381,0.0074,,2.0580000877,3.5360000134,18.149999619,141.01800537,,0.7348999977,48.816001892,,0.7085999846
1262.5002441,,17.100000381,0.0102000004,,2.0599999428,3.513999939,18.169000626,140.89599609,,0.7393000126,49.624000549,,0.7100999951
1262.6251221,,17.100000381,0.0125000002,,2.0620000362,3.5209999084,18.572999954,140.57499695,,0.7433999777,50.770999908,,0.7117999792
1262.7498779,,17.100000381,0.0137999998,,2.0629999638,3.5599999428,19.204999924,140.05799866,,0.7475000024,51.821998596,,0.7135000229
1262.8751221,,17.100000381,0.0140000004,,2.0629999638,3.631000042,19.285999298,139.38499451,,0.7505000234,52.606998444,,0.7148000002
1263.0001221,,17.100000381,0.0129000004,,2.0629999638,3.7269999981,19.059000015,138.68099976,,0.753099978,52.903999329,,0.7159000039
1263.125,,17.100000381,0.0109000001,,2.0620000362,3.8399999142,18.740999222,138.07600403,,0.7551000118,52.548999786,,0.716899991
1263.25,,17.100000381,0.0088,,2.0599999428,3.9440000057,18.388999939,137.6309967,,0.7566999793,51.598999023,,0.7171000242
1263.375,,17.100000381,0.0071999999,,2.0590000153,4.0279998779,18.103000641,137.46099854,,0.757799983,50.403999329,,0.7171999812
1263.4998779,,17.100000381,0.0062000002,,2.0569999218,4.0929999352,18.205999374,137.5059967,,0.7581999898,49.435001373,,0.7170000076
1263.6248779,,17.100000381,0.0052999998,,2.0559999943,4.140999794,18.597000122,137.66499329,,0.7580999732,48.950000763,,0.7166000009
1263.75,,17.100000381,0.0043000001,,2.0539999008,4.1700000763,18.857999802,137.87800598,,0.7574999928,49.071998596,,0.7160999775
1263.8748779,,17.100000381,0.0027999999,,2.0520000458,4.1789999008,19.006000519,138.07899475,,0.7566000223,49.777999878,,0.7153000236
1263.9997559,,17.100000381,0.0016,,2.0520000458,4.1719999313,19.128000259,138.20399475,,0.7555000186,51.048999786,,0.7146000266
1264.1251221,,17.100000381,0.0013,,2.0539999008,4.146999836,19.326999664,138.28399658,,0.7547000051,52.547000885,,0.7142999768
1264.25,,17.100000381,0.0019,,2.0559999943,4.109000206,19.584999084,138.30599976,,0.7541000247,54.070999146,,0.7142000198
1264.375,,17.100000381,0.0026,,2.0590000153,4.0859999657,19.88299942,138.29400635,,0.7545999885,55.296001434,,0.7141000032
1264.5,,17.100000381,0.0024000001,,2.0610001087,4.1279997826,20.204999924,138.26600647,,0.7558000088,55.858001709,,0.7139999866
1264.625,,17.100000381,0.0003,,2.0599999428,4.265999794,20.420000076,138.21899414,,0.7580000162,55.366001129,,0.7139000297
1264.7498779,,17.100000381,-0.0023,,2.0590000153,4.4079999924,20.440999985,138.13800049,,0.761500001,53.911998749,,0.7141000032
1264.8752441,,17.100000381,-0.0048,,2.0569999218,4.498000145,20.322999954,137.93299866,,0.7659000158,52.027999878,,0.7142999768
1265.0001221,,17.100000381,-0.0065,,2.0569999218,4.5149998665,20.181999207,137.55900574,,0.771600008,50.039001465,,0.7161999941
1265.1248779,,17.100000381,-0.0069,,2.0580000877,4.4730000496,20.030000687,136.98800659,,0.7779999971,48.271999359,,0.7196999788
1265.2501221,,17.100000381,-0.0056,,2.0610001087,4.4210000038,19.950000763,136.26800537,,0.7846999764,47.076000214,,0.7232000232
1265.3751221,,17.100000381,-0.0027,,2.0650000572,4.4050002098,19.961999893,135.47999573,,0.7917000055,47.256000519,,0.7271999717
1265.5,,17.100000381,0.0003,,2.0690000057,4.4400000572,20.041000366,134.7749939,,0.7987999916,48.872001648,,0.7311999798
1265.625,,17.100000381,0.0023000001,,2.0720000267,4.5300002098,20.176000595,134.20799255,,0.8050000072,51.383998871,,0.7332999706
1265.75,,17.100000381,0.0024000001,,2.0750000477,4.6609997749,20.347999573,133.85699463,,0.8106999993,54.077999115,,0.7343999743
1265.8748779,,17.100000381,0.0006,,2.0759999752,4.8140001297,20.493000031,133.66999817,,0.8149999976,56.215000153,,0.7354000211
1265.9998779,,17.100000381,-0.0018,,2.0759999752,4.986000061,20.607999802,133.69999695,,0.817900002,57.191001892,,0.736199975
1266.1251221,,17.100000381,-0.0031,,2.0769999027,5.1810002327,20.656999588,133.82699585,,0.8198000193,57.198001862,,0.736899972
